HE+,H2O,NAN,H2O+,HE,NAN,NAN,6.05e-11,0.0,0.0,10.0,41000.0
HE+,O2,NAN,O2+,HE,NAN,NAN,3.3e-11,0.0,0.0,10.0,41000.0
HE+,E-,NAN,HE,PHOTON,NAN,NAN,2.36e-12,-0.64,0.0,10.0,300.0
MG,O2+,NAN,O2,MG+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0
MG,PHOTON,NAN,MG+,E-,NAN,NAN,7.9e-11,0.0,1.7,10.0,41000.0
MG,CRPHOT,NAN,MG+,E-,NAN,NAN,1.3e-17,0.0,113.0,10.0,41000.0
MG+,E-,NAN,MG,PHOTON,NAN,NAN,2.8e-12,-0.86,0.0,10.0,300.0
O,CH4,NAN,OH,CH3,NAN,NAN,2.29e-12,2.2,3820.0,298.0,2500.0
O,OH,NAN,O2,H,NAN,NAN,4.34e-11,-0.5,30.0,0.0,0.0
O,H2O,NAN,OH,OH,NAN,NAN,1.85e-11,0.95,8571.0,300.0,2500.0
O,CH4+,NAN,OH,CH3+,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0
O,OH+,NAN,O2+,H,NAN,NAN,7.1e-10,0.0,0.0,10.0,41000.0
O,CH5+,NAN,H3O+,CH2,NAN,NAN,2.2e-10,0.0,0.0,10.0,41000.0
O,H2O+,NAN,O2+,H2,NAN,NAN,4e-11,0.0,0.0,10.0,41000.0
O,CO+,NAN,CO,O+,NAN,NAN,1.4e-10,0.0,0.0,10.0,41000.0
O,O,NAN,O2,PHOTON,NAN,NAN,4.9e-20,1.58,0.0,10.0,300.0
O,CRP,NAN,O+,E-,NAN,NAN,3.4e-17,0.0,0.0,10.0,41000.0
O+,CH4,NAN,OH,CH3+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0
O+,OH,NAN,O2+,H,NAN,NAN,3.6e-10,0.0,0.0,10.0,41000.0
O+,CH4,NAN,CH4+,O,NAN,NAN,8.9e-10,0.0,0.0,10.0,41000.0
O+,OH,NAN,OH+,O,NAN,NAN,3.6e-10,0.0,0.0,10.0,41000.0
O+,H2O,NAN,H2O+,O,NAN,NAN,3.2e-09,0.0,0.0,10.0,41000.0
O+,CO,NAN,CO+,O,NAN,NAN,4.9e-12,0.5,4580.0,2000.0,10000.0
O+,O2,NAN,O2+,O,NAN,NAN,1.9e-11,0.0,0.0,10.0,41000.0
O+,E-,NAN,O,PHOTON,NAN,NAN,3.24e-12,-0.66,0.0,10.0,41000.0
O2,PHOTON,NAN,O,O,NAN,NAN,6.9e-10,0.0,1.8,10.0,41000.0
O2,PHOTON,NAN,O2+,E-,NAN,NAN,5.6e-11,0.0,3.7,10.0,41000.0
O2,CRPHOT,NAN,O,O,NAN,NAN,1.3e-17,0.0,751.0,10.0,41000.0
O2,CRPHOT,NAN,O2+,E-,NAN,NAN,1.3e-17,0.0,117.0,10.0,41000.0
O2+,E-,NAN,O,O,NAN,NAN,1.95e-07,-0.7,0.0,10.0,300.0
OH,OH,NAN,H2O,O,NAN,NAN,1.65e-12,1.14,50.0,0.0,0.0
OH,CH5+,NAN,H2O+,CH4,NAN,NAN,7e-10,0.0,0.0,10.0,41000.0
OH,H2O+,NAN,H3O+,O,NAN,NAN,6.9e-10,0.0,0.0,10.0,41000.0
OH,CO+,NAN,HCO+,O,NAN,NAN,3.1e-10,0.0,0.0,10.0,41000.0
OH,HCO+,NAN,CO,H2O+,NAN,NAN,6.2e-10,0.0,0.0,10.0,41000.0
OH,CO+,NAN,CO,OH+,NAN,NAN,3.1e-10,0.0,0.0,10.0,41000.0
OH,PHOTON,NAN,OH+,E-,NAN,NAN,1.6e-12,0.0,3.1,10.0,41000.0
OH,PHOTON,NAN,O,H,NAN,NAN,3.5e-10,0.0,1.7,10.0,41000.0
OH,CRPHOT,NAN,O,H,NAN,NAN,1.3e-17,0.0,509.0,10.0,41000.0
OH+,OH,NAN,H2O+,O,NAN,NAN,7e-10,0.0,0.0,10.0,41000.0
OH+,H2O,NAN,H3O+,O,NAN,NAN,1.3e-09,0.0,0.0,10.0,41000.0
OH+,CO,NAN,HCO+,O,NAN,NAN,1.05e-09,0.0,0.0,10.0,41000.0
OH+,H2O,NAN,H2O+,OH,NAN,NAN,1.59e-09,0.0,0.0,10.0,41000.0
OH+,O2,NAN,O2+,OH,NAN,NAN,5.9e-10,0.0,0.0,10.0,41000.0
OH+,E-,NAN,O,H,NAN,NAN,3.75e-08,-0.5,0.0,10.0,300.0
OH+,PHOTON,NAN,O,H+,NAN,NAN,1e-12,0.0,1.8,10.0,41000.0
#CH4,DESOH2,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0
#CH4,DESCR,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0
#CH4,DEUVCR,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0
