268,NH2+,S,NAN,S+,NH2,NAN,NAN,4.40E-10,0.00,0.0,10,41000
269,NH2,C2+,NAN,C2,NH2+,NAN,NAN,4.60E-10,-0.50,0.0,10,41000
270,NH2,CN+,NAN,CN,NH2+,NAN,NAN,9.10E-10,-0.50,0.0,10,41000
271,NH2,CO+,NAN,CO,NH2+,NAN,NAN,4.50E-10,-0.50,0.0,10,41000
272,NH2,H2O+,NAN,H2O,NH2+,NAN,NAN,4.90E-10,-0.50,0.0,10,41000
273,NH2,N2+,NAN,N2,NH2+,NAN,NAN,8.90E-10,-0.50,0.0,10,41000
274,NH2,O2+,NAN,O2,NH2+,NAN,NAN,8.70E-10,-0.50,0.0,10,41000
275,NH2,OH+,NAN,OH,NH2+,NAN,NAN,5.00E-10,-0.50,0.0,10,41000
276,NH3+,HCO,NAN,HCO+,NH3,NAN,NAN,4.20E-10,-0.50,0.0,10,41000
277,NH3+,MG,NAN,MG+,NH3,NAN,NAN,3.30E-09,0.00,0.0,10,41000
278,NH3+,NO,NAN,NO+,NH3,NAN,NAN,7.20E-10,0.00,0.0,10,41000
279,NH3+,SI,NAN,SI+,NH3,NAN,NAN,1.90E-09,0.00,0.0,10,41000
280,NH3,C2H2+,NAN,C2H2,NH3+,NAN,NAN,2.14E-09,-0.50,0.0,10,41000
281,NH3,CO+,NAN,CO,NH3+,NAN,NAN,2.02E-09,-0.50,0.0,10,41000
282,NH3,H2CO+,NAN,H2CO,NH3+,NAN,NAN,4.25E-10,-0.50,0.0,10,41000
283,NH3,H2O+,NAN,H2O,NH3+,NAN,NAN,2.21E-09,-0.50,0.0,10,41000
284,NH3,H2S+,NAN,H2S,NH3+,NAN,NAN,3.40E-10,-0.50,0.0,10,41000
