CH3,CH3CH2,,CH3CH2CH3,,,,1,0,0,,,
CH3,CH3NH,,CH3NHCH3,,,,1,0,0,,,
CH3,CH2CH,,CH3CHCH2,,,,1,0,0,,,
CH3,CH2NH2,,CH3CH2NH2,,,,1,0,0,,,
CH3,CH2CHO,,CH3CH2CHO,,,,1,0,0,,,
CH3,CH3OCH2,,CH3CH2OCH3,,,,1,0,0,,,
CH3,CH2CH2OH,,CH3CH2CH2OH,,,,1,0,0,,,
CH3,CHNH,,CH3CHNH,,,,1,0,0,,,
CH3,N2H3,,CH3N2H3,,,,1,0,0,,,
CH3,NHCHO,,CH3NHCHO,,,,1,0,0,,,
CH3,CH3ONH,,CH3ONHCH3,,,,1,0,0,,,
CH3,CH2OHNH,,CH3NHCH2OH,,,,1,0,0,,,
CH2,CH3CH,,CH3CHCH2,,,,1,0,0,,,
CH2,CHNH2,,CH2CHNH2,,,,1,0,0,,,
CH2,CH3OCH,,CH3OCHCH2,,,,1,0,0,,,
CH2,CHCH2OH,,CH2CHCH2OH,,,,1,0,0,,,
CH2,CHCHO,,CH2CHCHO,,,,1,0,0,,,
NH2,CH2OH,,NH2CH2OH,,,,1,0,0,,,
NH2,NHOH,,NH2NHOH,,,,1,0,0,,,
NH2,CH3CH2,,CH3CH2NH2,,,,1,0,0,,,
NH2,CH3NH,,CH3NHNH2,,,,1,0,0,,,
NH2,CH2CH,,CH2CHNH2,,,,1,0,0,,,
NH2,CH2NH2,,CH2(NH2)2,,,,1,0,0,,,
NH2,CH2CHO,,CH2CHONH2,,,,1,0,0,,,
NH2,CH3OCH2,,CH3OCH2NH2,,,,1,0,0,,,
NH2,CH2CH2OH,,CH2CH2OHNH2,,,,1,0,0,,,
NH2,CHNH,,CHNH2NH,,,,1,0,0,,,
NH2,N2H3,,NH2NHNH2,,,,1,0,0,,,
NH2,NHCHO,,NH2NHCHO,,,,1,0,0,,,
NH2,CH3ONH,,CH3ONHNH2,,,,1,0,0,,,
NH2,CH2OHNH,,CH2OHNHNH2,,,,1,0,0,,,
NH,CH3CH,,CH3CHNH,,,,1,0,0,,,
NH,CHNH2,,CHNH2NH,,,,1,0,0,,,
NH,CH3OCH,,CH3OCHNH,,,,1,0,0,,,
NH,CHCH2OH,,CH2OHCHNH,,,,1,0,0,,,
NH,CHCHO,,CHCHONH,,,,1,0,0,,,
CHO,CH2OH,,CH2OHCHO,,,,1,0,0,,,
CHO,NHOH,,CHONHOH,,,,1,0,0,,,
CHO,CH3CH2,,CH3CH2CHO,,,,1,0,0,,,
CHO,CH3NH,,CH3NHCHO,,,,1,0,0,,,
CHO,CH2CH,,CH2CHCHO,,,,1,0,0,,,
CHO,CH2NH2,,CH2NH2CHO,,,,1,0,0,,,
CHO,CH2CHO,,CH2(CHO)2,,,,1,0,0,,,
CHO,CH3OCH2,,CH3OCH2CHO,,,,1,0,0,,,
CHO,CH2CH2OH,,CH2CH2OHCHO,,,,1,0,0,,,
CHO,CHNH,,CHCHONH,,,,1,0,0,,,
CHO,N2H3,,N2H3CHO,,,,1,0,0,,,
CHO,NHCHO,,NH(CHO)2,,,,1,0,0,,,
CHO,CH3ONH,,CH3ONHCHO,,,,1,0,0,,,
CHO,CH2OHNH,,CH2OHNHCHO,,,,1,0,0,,,
CH3O,CH2OH,,CH3OCH2OH,,,,1,0,0,,,
CH3O,NHOH,,CH3ONHOH,,,,1,0,0,,,
CH3O,CH3CH2,,CH3CH2CH3O,,,,1,0,0,,,
CH3O,CH3NH,,CH3OCH3NH,,,,1,0,0,,,
CH3O,CH2CH,,CH2CHOCH3,,,,1,0,0,,,
CH3O,CH2NH2,,CH3OCH2NH2,,,,1,0,0,,,
CH3O,CH2CHO,,CH3OCH2CHO,,,,1,0,0,,,
CH3O,CH3OCH2,,CH2(CH3O)2,,,,1,0,0,,,
CH3O,CH2CH2OH,,CH3OCH2CH2OH,,,,1,0,0,,,
CH3O,CHNH,,CH3OCHNH,,,,1,0,0,,,
CH3O,N2H3,,CH3ON2H3,,,,1,0,0,,,
CH3O,NHCHO,,CH3ONHCHO,,,,1,0,0,,,
CH3O,CH3ONH,,CH3ONHCH3O,,,,1,0,0,,,
CH3O,CH2OHNH,,CH3OCH2OHNH,,,,1,0,0,,,
CH2OH,CH2OH,,(CH2OH)2,,,,1,0,0,,,
CH2OH,NHOH,,CH2OHNHOH,,,,1,0,0,,,
CH2OH,CH3CH2,,CH3CH2CH2OH,,,,1,0,0,,,
CH2OH,CH3NH,,CH3NHCH2OH,,,,1,0,0,,,
CH2OH,CH2CH,,CH2CHCH2OH,,,,1,0,0,,,
CH2OH,CH2NH2,,CH2NH2CH2OH,,,,1,0,0,,,
CH2OH,CH2CHO,,CH2CHOCH2OH,,,,1,0,0,,,
CH2OH,CH3OCH2,,CH3OCH2CH2OH,,,,1,0,0,,,
CH2OH,CH2CH2OH,,CH2(CH2OH)2,,,,1,0,0,,,
CH2OH,CHNH,,CH2OHCHNH,,,,1,0,0,,,
CH2OH,N2H3,,CH2OHN2H3,,,,1,0,0,,,
CH2OH,NHCHO,,CH2OHNHCHO,,,,1,0,0,,,
CH2OH,CH3ONH,,CH3ONHCH2OH,,,,1,0,0,,,
CH2OH,CH2OHNH,,(CH2OH)2NH,,,,1,0,0,,,
OH,COOH,,CO(OH)2,,,,1,0,0,,,
OH,CH2COOH,,CH2OHCOOH,,,,1,0,0,,,
OH,CH3COO,,CH3COOOH,,,,1,0,0,,,
OH,HCOO,,HCOOOH,,,,1,0,0,,,
CH3,COOH,,CH3COOH,,,,1,0,0,,,
CH3,CH2COOH,,C2H5COOH,,,,1,0,0,,,
CH3,CH3COO,,CH3COOCH3,,,,1,0,0,,,
CH3,HCOO,,HCOOCH3,,,,1,0,0,,,
CH2,COOH,,CH2COOH,,,,1,0,0,,,
CH2,CH2COOH,,(CH2)2COOH,,,,1,0,0,,,
CH2,CH3COO,,CH3COOCH2,,,,1,0,0,,,
CH2,HCOO,,HCOOCH2,,,,1,0,0,,,
CH,COOH,,CHCOOH,,,,1,0,0,,,
CH,CH2COOH,,CH2CHCOOH,,,,1,0,0,,,
CH,CH3COO,,CH3COOCH,,,,1,0,0,,,
CH,HCOO,,HCOOCH,,,,1,0,0,,,
NH2,COOH,,NH2COOH,,,,1,0,0,,,
NH2,CH2COOH,,CH2NH2COOH,,,,1,0,0,,,
NH2,CH3COO,,CH3COONH2,,,,1,0,0,,,
NH2,HCOO,,HCOONH2,,,,1,0,0,,,
NH,COOH,,NHCOOH,,,,1,0,0,,,
NH,CH2COOH,,CH2NHCOOH,,,,1,0,0,,,
NH,CH3COO,,CH3COONH,,,,1,0,0,,,
NH,HCOO,,HCOONH,,,,1,0,0,,,
CHO,COOH,,CHOCOOH,,,,1,0,0,,,
CHO,CH2COOH,,CH2CHOCOOH,,,,1,0,0,,,
CHO,CH3COO,,CH3COOCHO,,,,1,0,0,,,
CHO,HCOO,,HCOOCH3O,,,,1,0,0,,,
CH3O,COOH,,CH3OCOOH,,,,1,0,0,,,
CH3O,CH2COOH,,CH2CH3OCOOH,,,,1,0,0,,,
CH3O,CH3COO,,CH3COOCH3O,,,,1,0,0,,,
CH3O,HCOO,,HCOOCH3O,,,,1,0,0,,,
CH2OH,COOH,,CH2OHCOOH,,,,1,0,0,,,
CH2OH,CH2COOH,,CH2CH2OHCOOH,,,,1,0,0,,,
CH2OH,CH3COO,,CH3COOCH2OH,,,,1,0,0,,,
CH2OH,HCOO,,HCOOCH2OH,,,,1,0,0,,,
COOH,COOH,,(COOH)2,,,,1,0,0,,,
COOH,CH2COOH,,CH2(COOH)2,,,,1,0,0,,,
COOH,CH3O,,CH3COOCOOH,,,,1,0,0,,,
COOH,HCOO,,HCOOCOOH,,,,1,0,0,,,
CH2COOH,CH2COOH,,(CH2COOH)2,,,,1,0,0,,,
CH2COOH,CH3COO,,CH3COOCH2COOH,,,,1,0,0,,,
CH2COOH,HCOO,,CH2(HCOO)COOH,,,,1,0,0,,,
CH3COO,CH3COO,,(CH3COO)2,,,,1,0,0,,,
CH3COO,HCOO,,CH3COOHCOO,,,,1,0,0,,,
HCOO,HCOO,,(HCOO)2,,,,1,0,0,,,
