1::H:CH:C:H2::::1.31E-10:0:80:300:2000
70::C:NH2:HNC:H::::3.26E-11:-0.1:-9:10:300
71::C:NH2:NH:CH::::9.62E-13:0:10517:1000:4000
72::C:OH:O:CH::::2.25E-11:0.5:14800:493:41000
73::C:OH:CO:H::::1.00E-10:0:0:10:300
74::C:C2H:C3:H::::1.00E-10:0:0:10:300
75::C:CN:C2:N::::4.98E-10:0:18116:603:41000
76::C:C2H2:C3:H2::::1.45E-10:-0.12:0:10:300
77::C:C2H2:C3H:H::::1.45E-10:-0.12:0:15:300
78::C:C2H3:C3H2:H::::1.00E-10:0:0:10:300
79::C:CO:C2:O::::2.94E-11:0.5:58025:1934:41000
80::C:N2:CN:N::::8.69E-11:0:22600:2000:5000
81::C:H2CN:C2N:H2::::2.00E-10:0:0:10:300
82::C:C2H4:C3H3:H::::3.00E-10:-0.11:0:15:300
83::C:HCO:CO:CH::::1.00E-10:0:0:10:300
84::C:HCO:C2O:H::::1.00E-10:0:0:10:300
85::C:SIH:SIC:H::::6.59E-11:0:0:10:300
86::C:C2H5:CH3CCH:H::::2.00E-10:0:0:10:300
87::C:NO:CN:O::::6.00E-11:-0.16:0:10:41000
88::C:NO:CO:N::::9.00E-11:0:0:300:41000
89::C:SIH2:HCSI:H::::1.00E-10:0:0:10:300
90::C:SIH3:SICH2:H::::1.00E-10:0:0:10:300
91::C:PH:CP:H::::7.50E-11:0:0:10:300
92::C:O2:CO:O::::4.70E-11:-0.34:0:10:300
94::C:HS:S:CH::::1.20E-11:0.58:5880:196:300
95::C:HS:CS:H::::1.00E-10:0:0:10:300
96::C:C3H:C4:H::::1.00E-10:0:0:10:300
97::C:C3H2:C4H:H::::1.00E-10:0:0:10:300
98::C:H2CCC:C4H:H::::1.00E-10:0:0:10:300
99::C:C2N:C2:CN::::1.00E-10:0:0:10:300
100::C:C3H3:C4H2:H::::1.00E-10:0:0:10:300
101::C:C2O:C2:CO::::2.00E-10:0:0:10:300
102::C:CH2CN:HC3N:H::::1.00E-10:0:0:10:300
103::C:CH3CCH:C4H2:H2::::4.00E-20:0:0:10:300
104::C:CH3CCH:C4H3:H::::2.70E-10:-0.11:0:10:300
105::C:OCN:CO:CN::::1.00E-10:0:0:10:300
106::C:CS:S:C2::::1.44E-11:0.5:20435:681:41000
107::C:NS:S:CN::::1.50E-10:-0.16:0:10:300
108::C:NS:CS:N::::1.73E-11:0.5:4000:133:300
109::C:HPO:PH:CO::::4.00E-11:0:0:10:300
110::C:SO:S:CO::::3.50E-11:0:0:10:300
111::C:SO:CS:O::::3.50E-11:0:0:10:300
112::C:C4:C2:C3::::1.00E-13:0:0:10:300
113::C:C4H:C5:H::::1.00E-10:0:0:10:300
114::C:C3N:C3:CN::::1.00E-13:0:0:10:300
115::C:C4H2:C5H:H::::6.50E-10:0:0:10:300
116::C:C3O:C3:CO::::1.00E-10:0:0:10:300
117::C:C4H3:C5H2:H::::3.00E-10:0:0:10:300
118::C:NCCN:CN:C2N::::3.00E-11:0:0:300:300
119::C:C5H:C6:H::::1.00E-10:0:0:10:300
120::C:C5H2:C6H:H::::5.30E-10:0:0:10:300
121::C:C5H4:C6H2:H2::::6.50E-10:0:0:10:300
122::C:SO2:CO:SO::::7.00E-11:0:0:10:300
123::C:S2:CS:S::::7.00E-11:0:0:10:300
124::C:C6:C2:C5::::1.00E-13:0:0:10:300
125::C:C6H:C7:H::::2.00E-10:0:0:10:300
126::C:C5N:C5:CN::::1.00E-13:0:0:10:300
127::C:C6H2:C7H:H::::7.40E-10:0:0:10:300
128::C:C7H:C8:H::::2.00E-10:0:0:10:300
129::C:C7H2:C8H:H::::8.40E-10:0:0:10:300
130::C:C7H4:C8H2:H2::::8.00E-10:0.17:0:10:300
131::C:C8:C2:C7::::1.00E-13:0:0:10:300
132::C:C8H:C9:H::::2.00E-10:0:0:10:300
133::C:C7N:C7:CN::::1.00E-13:0:0:10:300
134::C:C8H2:C9H:H::::9.00E-10:0:0:10:300
135::C:C9H:C10:H::::2.00E-10:0:0:10:300
136::C:C9N:C9:CN::::1.00E-13:0:0:10:300
137::CH:N:NH:C::::3.03E-11:0.65:1207:990:1100
138::CH:N:CN:H::::1.66E-10:-0.09:0:222:584
139::CH:O:OH:C::::2.52E-11:0:2381:10:6000
140::CH:O:CO:H::::6.60E-11:0:0:10:2000
142::CH:CH4:CH3:CH2::::2.28E-11:0.7:3000:100:300
143::CH:CH4:C2H4:H::::1.05E-10:-1.04:36:23:300
144::CH:OH:HCO:H::::1.44E-11:0.5:5000:166:300
145::CH:NH3:CH2NH:H::::1.69E-10:-0.41:19:23:1300
146::CH:C2H2:C3H2:H::::3.39E-10:0:0:23:710
147::CH:N2:HCN:N::::5.60E-13:0.88:10128:1000:4000
148::CH:HCO:CO:CH2::::2.87E-12:0.7:500:16:300
149::CH:NO:CO:NH::::1.99E-10:0:0:298:298
150::CH:NO:HCN:O::::1.20E-10:-0.13:0:13:3790
151::CH:NO:CN:OH::::1.40E-10:0:0:298:298
152::CH:NO:HCO:N::::1.16E-11:-0.13:0:13:708
153::CH:NO:OCN:H::::4.10E-11:0:0:298:298
154::CH:H2CO:HCO:CH2::::9.21E-12:0.7:2000:66:300
155::CH:C2H6:CH3:C2H4::::1.63E-10:0:0:23:700
156::CH:HNO:NO:CH2::::1.73E-11:0:0:10:300
157::CH:O2:CO:OH::::2.60E-11:0:0:298:298
158::CH:O2:HCO:O::::1.44E-11:0.7:3000:100:2365
159::CH:S:HS:C::::1.73E-11:0.5:4000:133:300
160::CH:S:CS:H::::5.00E-11:0:0:10:300
161::CH:CH3OH:CH3:H2CO::::2.49E-10:-1.93:0:298:753
162::CH:O2H:O2:CH2::::2.94E-13:0.5:7550:251:300
163::CH:O2H:HCO:OH::::1.44E-11:0.5:3000:100:300
164::CH:CO2:HCO:CO::::2.94E-13:0.5:3000:100:300
165::N:CH2:HCN:H::::3.95E-11:0.17:0:10:300
166::N:CH2:HNC:H::::3.95E-11:0.17:0:10:300
167::N:CH2:NH:CH::::9.96E-13:0:20380:1000:4000
168::N:NH:N2:H::::4.98E-11:0:0:10:1400
169::N:CH3:HCN:H:H:::3.32E-13:0:0:253:352
170::N:CH3:HCN:H2::::1.30E-11:0.5:0:10:300
171::N:CH3:H2CN:H::::7.40E-11:0.26:8.4:10:2000
172::N:OH:O:NH::::1.88E-11:0.1:10700:300:2500
173::N:OH:NO:H::::7.50E-11:-0.18:0:10:100
175::N:C2:CN:C::::5.00E-11:0:0:10:300
176::N:C2H:C2N:H::::1.70E-11:0:0:10:300
177::N:CN:N2:C::::3.00E-10:0:0:298:2500
178::N:C2H3:CH2CN:H::::6.20E-11:0:0:10:300
179::N:C2H3:C2H2:NH::::1.20E-11:0:0:10:300
180::N:H2CN:HCN:NH::::1.00E-10:0:200:200:2500
181::N:C2H4:HCN:CH3::::3.69E-14:0:161:291:701
182::N:HCO:HCN:O::::1.70E-10:0:0:10:300
183::N:HCO:CO:NH::::5.71E-12:0.5:1000:33:300
184::N:HCO:OCN:H::::1.00E-10:0:0:10:300
185::N:C2H5:H2CN:CH3::::3.85E-11:0:0:10:300
186::N:C2H5:C2H4:NH::::7.15E-11:0:0:10:300
187::N:SIH:SIN:H::::1.66E-10:-0.09:0:10:300
188::N:NO:N2:O::::3.75E-11:0:26:100:4000
189::N:SIH2:HNSI:H::::8.00E-11:0.17:0:10:300
190::N:HNO:NO:NH::::2.94E-12:0.5:1000:33:300
191::N:HNO:N2O:H::::1.43E-12:0.5:1500:50:300
192::N:SIH3:HNSI:H2::::1.00E-10:0:0:10:300
193::N:PH:PN:H::::5.00E-11:0:0:10:300
194::N:O2:NO:O::::2.26E-12:0.86:3134:200:14000
195::N:O2H:O2:NH::::1.70E-13:0:0:10:300
196::N:HS:NS:H::::1.00E-10:0:0:10:300
197::N:HS:S:NH::::1.73E-11:0.5:9060:302:41000
198::N:C3:CN:C2::::1.00E-13:0:0:10:300
199::N:C3H:C3N:H::::1.70E-11:0:0:10:300
200::N:C2N:CN:CN::::1.00E-10:0:0:10:300
201::N:C3H2:HC3N:H::::1.00E-13:0:0:10:300
202::N:C3H3:HC3N:H2::::8.00E-11:0:0:10:300
203::N:SIC:SI:CN::::5.00E-11:0:0:10:300
204::N:SIC:SIN:C::::5.00E-11:0:0:10:300
205::N:C2O:CN:CO::::5.50E-10:0:0:10:300
206::N:CO2:NO:CO::::3.20E-13:0:1710:291:523
207::N:CS:S:CN::::3.80E-11:0.5:1160:38:300
208::N:PN:P:N2::::1.00E-18:0:0:10:300
209::N:HCS:S:HCN::::1.00E-10:0:0:10:300
210::N:NO2:N2:O:O:::2.41E-12:0:0:300:300
211::N:NO2:NO:NO::::1.00E-12:0:0:10:300
212::N:NO2:O2:N2::::1.00E-12:0:0:10:300
213::N:NO2:N2O:O::::3.00E-12:0:0:200:2500
214::N:NS:S:N2::::3.00E-11:-0.6:0:10:300
215::N:PO:P:NO::::2.55E-12:0:0:10:300
216::N:PO:PN:O::::3.00E-11:-0.6:0:10:300
217::N:C4:C3:CN::::1.00E-10:0:0:10:300
218::N:SO:NS:O::::4.68E-11:0.5:8254:275:300
219::N:SO:S:NO::::1.73E-11:0.5:750:25:300
220::N:C4H:C4N:H::::1.70E-11:0:0:10:300
221::N:C3N:CN:C2N::::1.00E-10:0:0:10:300
222::N:NCCN:N2:C2N::::1.00E-11:0:0:300:300
223::N:C5:CN:C4::::1.00E-13:0:0:10:300
224::N:C5H:C5N:H::::1.70E-11:0:0:10:300
225::N:C4N:CN:C3N::::1.00E-10:0:0:10:300
226::N:C5H2:HC5N:H::::1.00E-13:0:0:10:300
227::N:S2:NS:S::::1.73E-11:0.5:4000:133:300
228::N:C6:CN:C5::::1.00E-10:0:0:10:300
229::N:C6H:CN:C5H::::1.00E-13:0:0:10:300
230::N:C5N:CN:C4N::::1.00E-10:0:0:10:300
231::N:C7:CN:C6::::1.00E-13:0:0:10:300
232::N:C7H:C7N:H::::1.70E-11:0:0:10:300
233::N:C7H2:HC7N:H::::1.00E-13:0:0:10:300
234::N:C8:CN:C7::::1.00E-10:0:0:10:300
235::N:C8H:CN:C7H::::1.00E-10:0:0:10:300
236::N:C7N:C2N:C5N::::1.00E-10:0:0:10:300
237::N:C9:CN:C8::::1.00E-13:0:0:10:300
238::N:C9H:C9N:H::::1.70E-11:0:0:10:300
239::N:C9N:C2N:C7N::::1.00E-10:0:0:10:300
240::CH2:CH2:CH3:CH::::4.00E-10:0:5000:300:2500
241::CH2:CH2:C2H2:H:H:::1.80E-10:0:400:300:3000
242::CH2:CH2:C2H2:H2::::2.63E-09:0:6013:1100:2720
243::CH2:CH2:C2H3:H::::3.32E-11:0:0:1600:2300
244::CH2:O:OH:CH::::4.98E-10:0:6000:1900:2300
245::CH2:O:CO:H:H:::1.33E-10:0:0:10:2500
246::CH2:O:CO:H2::::8.00E-11:0:0:1900:2600
247::CH2:O:HCO:H::::5.01E-11:0:0:1200:1812
248::CH2:CH4:CH3:CH3::::7.13E-12:0:5050:296:2500
249::CH2:OH:O:CH3::::1.44E-11:0.5:3000:100:300
250::CH2:OH:H2O:CH::::1.44E-11:0.5:3000:100:300
251::CH2:OH:H2CO:H::::3.00E-11:0:0:10:2500
252::CH2:CN:HCN:CH::::5.30E-12:0:2500:83:300
253::CH2:SI:HCSI:H::::1.00E-10:0:0:10:300
254::CH2:N2:HCN:NH::::8.00E-12:0:18000:1500:2000
255::CH2:HCO:CO:CH3::::3.00E-11:0:0:10:2500
256::CH2:NO:HCN:OH::::3.65E-12:0:0:300:2000
257::CH2:NO:H2CO:N::::2.70E-12:0:3500:116:300
258::CH2:H2CO:HCO:CH3::::3.30E-13:0:3270:109:300
259::CH2:HNO:NO:CH3::::1.70E-11:0:0:10:300
260::CH2:O2:CO2:H:H:::3.65E-11:-3.3:1443:1000:1828
261::CH2:O2:CO2:H2::::2.92E-11:-3.3:1443:1000:1828
262::CH2:O2:HCO:OH::::4.10E-11:0:750:300:2500
263::CH2:O2:H2CO:O::::3.65E-11:-3.3:1443:1000:1828
264::CH2:O2:CO:H2O::::2.48E-10:-3.3:1443:1000:1828
265::CH2:S:HCS:H::::1.00E-10:0:0:10:300
266::CH2:S:CS:H2::::1.00E-10:0:0:10:300
267::CH2:NO2:H2CO:NO::::6.91E-11:0:0:295:295
268::NH:NH:N2:H:H:::1.16E-09:0:0:298:298
269::NH:NH:N2:H2::::1.70E-11:0:0:10:300
271::NH:O:OH:N::::1.16E-11:0:0:250:3000
272::NH:O:NO:H::::1.16E-10:0:0:250:3000
273::NH:CH4:CH3:NH2::::6.63E-16:6.13:5895:300:2000
274::NH:OH:HNO:H::::3.32E-11:0:0:298:3000
275::NH:OH:NH2:O::::2.93E-12:0.1:5800:298:3000
276::NH:OH:H2O:N::::3.11E-12:1.2:0:298:3000
277::NH:NH3:NH2:NH2::::5.25E-10:0:13470:1300:1700
278::NH:H2O:OH:NH2::::1.83E-12:1.6:14090:600:3000
279::NH:CN:HCN:N::::2.94E-12:0.5:1000:33:300
280::NH:NO:N2O:H::::1.16E-10:-1.03:420:295:4000
281::NH:NO:N2:O:H:::5.00E-11:0:0:300:2500
282::NH:NO:N2:OH::::1.46E-11:-0.58:37:295:4000
283::NH:S:HS:N::::1.73E-11:0.5:4000:133:300
284::NH:S:NS:H::::1.00E-10:0:0:10:300
285::NH:O2:NO:OH::::2.54E-14:1.18:312:298:3300
286::NH:O2:HNO:O::::6.88E-14:2.07:3281:300:3500
287::NH:NO2:HNO:NO::::5.72E-12:0.5:2500:83:300
289::CH3:CH3:CH4:CH2::::7.13E-12:0:5052:1950:2300
290::CH3:CH3:C2H4:H2::::1.66E-08:0:16556:300:2651
291::CH3:CH3:C2H5:H::::1.46E-11:0.1:5335:200:3000
292::CH3:O:H2CO:H::::1.30E-10:0:0:10:2500
293::CH3:O:CO:H2:H:::3.60E-11:0:202:354:925
294::CH3:NH2:CH2:NH3::::4.76E-17:5.77:-151:300:2000
295::CH3:OH:CH4:O::::3.27E-14:2.2:2240:298:2500
296::CH3:OH:H2O:CH2::::1.20E-10:0:1400:300:1000
297::CH3:OH:H2CO:H2::::1.70E-12:0:0:700:700
298::CH3:OH:HOCH:H2::::9.10E-11:0:1500:300:700
299::CH3:NH3:CH4:NH2::::9.55E-14:0:4890:300:2500
300::CH3:H2O:OH:CH4::::2.30E-15:3.47:6681:300:3000
301::CH3:CN:HCN:CH2::::9.21E-12:0.7:1500:50:300
302::CH3:SI:SICH2:H::::1.00E-10:0:0:10:300
303::CH3:HCO:CO:CH4::::2.00E-10:0:0:300:2500
304::CH3:NO:HCN:H2O::::4.00E-12:0:7900:1100:2080
305::CH3:H2CO:HCO:CH4::::1.34E-15:5.05:1636:300:2500
306::CH3:HNO:NO:CH4::::3.32E-12:0:0:10:913
307::CH3:O2:HCO:H2O::::1.66E-12:0:0:1700:2000
308::CH3:O2:H2CO:OH::::5.64E-13:0:4500:298:3000
309::CH3:O2:O2H:CH2::::5.30E-12:0:34975:1165:41000
310::CH3:S:H2CS:H::::1.40E-10:0:0:10:300
311::CH3:NO2:H2CO:HNO::::5.41E-12:0:0:298:298
312::CH3:O2H:O2:CH4::::6.00E-12:0:0:10:2500
313::CH3:H2S:HS:CH4::::3.30E-13:0:1105:300:2500
314::O:NH2:OH:NH::::1.39E-11:0:40:200:3000
315::O:NH2:NO:H2::::8.30E-12:0:0:298:3000
316::O:NH2:HNO:H::::4.56E-11:0:-10:200:3000
317::O:CH4:OH:CH3::::2.29E-12:2.2:3820:298:2500
318::O:OH:O2:H::::3.50E-11:0:0:39:142
320::O:NH3:OH:NH2::::1.89E-11:0:4003:298:2500
321::O:H2O:OH:OH::::1.85E-11:0.95:8571:300:2500
322::O:C2:CO:C::::1.00E-10:0:0:10:300
324::O:C2H:CO:CH::::1.70E-11:0:0:290:2500
325::O:CN:NO:C::::3.81E-11:0.5:14545:484:41000
326::O:CN:CO:N::::4.36E-11:0.46:364:300:5000
327::O:C2H2:C2H:OH::::5.30E-09:0:8520:284:300
328::O:C2H2:CO:CH2::::8.39E-12:1.03:1197:230:2570
329::O:HCN:CN:OH::::6.21E-10:0:12439:300:4000
330::O:HCN:CO:NH::::7.30E-13:1.14:3742:300:2600
331::O:HCN:OCN:H::::1.36E-12:1.38:3693:300:2600
332::O:C2H3:CH2CO:H::::1.60E-10:0:0:10:2500
333::O:H2CN:OCN:H2::::1.00E-10:0:0:10:300
334::O:N2:NO:N::::2.51E-10:0:38602:1400:4700
335::O:C2H4:H2CO:CH2::::4.20E-11:0:2520:226:2500
336::O:C2H4:C2H3:OH::::2.42E-13:2.13:1338:290:2300
337::O:C2H4:HCO:CH3::::1.52E-12:1.55:215:298:2500
338::O:C2H4:CH2CO:H2::::5.11E-14:1.88:92:300:2000
339::O:HCO:CO2:H::::5.00E-11:0:0:10:2500
340::O:HCO:CO:OH::::5.00E-11:0:0:10:2500
341::O:C2H5:H2CO:CH3::::2.67E-11:0:0:10:2500
342::O:C2H5:CH3CHO:H::::1.33E-10:0:0:10:2500
343::O:SIH:SIO:H::::1.00E-10:0:0:10:300
344::O:NO:O2:N::::1.18E-11:0:20413:200:5000
345::O:H2CO:CO:OH:H:::1.00E-10:0:0:1750:2575
346::O:H2CO:HCO:OH::::1.07E-11:1.17:1242:250:2500
347::O:SIH2:SIO:H2::::8.00E-11:0:0:10:300
348::O:SIH2:SIO:H:H:::1.20E-10:0:0:10:300
349::O:HNO:NO:OH::::6.00E-11:0:0:10:2500
350::O:HNO:O2:NH::::2.94E-12:0.5:3500:116:300
351::O:HNO:NO2:H::::1.00E-12:0:0:10:300
352::O:SIH3:H2SIO:H::::1.40E-10:0:0:10:300
353::O:PH:PO:H::::1.00E-10:0:0:10:300
354::O:SIH4:SIH3:OH::::1.98E-11:0:1183:280:1000
355::O:PH2:PH:OH::::2.00E-11:0:0:10:300
356::O:PH2:PO:H2::::4.00E-11:0:0:10:300
357::O:PH2:HPO:H::::8.00E-11:0:0:10:300
359::O:HS:S:OH::::1.74E-11:0.67:956:298:2500
361::O:H2O2:O2H:OH::::8.54E-14:3.25:1200:200:2500
362::O:H2S:HS:OH::::2.98E-12:1.62:1462:200:2000
363::O:C3:CO:C2::::5.00E-12:0:900:10:300
364::O:C3H:CO:C2H::::1.70E-11:0:0:10:300
365::O:C2N:CO:CN::::6.00E-12:0:0:298:298
366::O:H2CCC:CO:C2H2::::5.00E-11:0.5:0:10:300
367::O:C2O:CO:CO::::8.59E-11:0:0:295:295
368::O:SIC:SIO:C::::5.00E-11:0:0:10:300
369::O:SIC:SI:CO::::5.00E-11:0:0:10:300
370::O:HCSI:SIO:CH::::2.00E-11:0:0:10:300
371::O:OCN:NO:CO::::9.43E-11:-0.09:100:10:2500
372::O:OCN:O2:CN::::4.02E-10:-1.43:3501:500:2500
373::O:SIN:NO:SI::::5.00E-11:0:0:10:300
374::O:SIN:SIO:N::::5.75E-11:0.1:200:10:3560
375::O:CP:P:CO::::4.00E-11:0:0:10:300
376::O:HCP:PH:CO::::3.61E-13:2.1:3080:10:300
377::O:CO2:O2:CO::::2.46E-11:0:26567:300:6000
378::O:N2O:NO:NO::::1.15E-10:0:13400:300:4100
379::O:N2O:O2:N2::::1.66E-10:0:14100:300:4100
380::O:CS:S:CO::::2.48E-10:-0.65:783:150:906
381::O:CS:SO:C::::4.68E-11:0.5:28940:964:41000
382::O:HCS:OCS:H::::5.00E-11:0:0:10:300
383::O:HCS:OH:CS::::5.00E-11:0:0:10:300
385::O:CH2PH:PH2:CO:H:::4.00E-11:0:0:10:300
386::O:NS:S:NO::::1.00E-10:0:0:10:300
387::O:NS:SO:N::::1.00E-11:0:0:133:300
388::O:CCL:CL:CO::::9.96E-11:0:0:10:2500
389::O:CCL:CLO:C::::1.38E-10:0:16050:300:2500
390::O:HPO:PO:OH::::3.80E-11:0:0:10:300
391::O:C4:C3:CO::::1.00E-10:0:0:10:300
392::O:SO:S:O2::::6.60E-13:0:2760:92:300
393::O:C4H:C3H:CO::::1.70E-11:0:0:10:300
394::O:C3N:C2N:CO::::4.00E-11:0:0:10:300
395::O:CLO:CL:O2::::3.80E-11:0:0:200:2500
396::O:SINC:SIN:CO::::1.00E-11:0:0:10:300
397::O:SIC2:SIC:CO::::4.00E-11:0:0:10:300
398::O:C3O:C2O:CO::::5.00E-12:0:900:10:300
399::O:CCP:CP:CO::::6.00E-12:0:0:10:300
400::O:HC2P:HCP:CO::::4.00E-11:0:0:10:300
401::O:C5:C4:CO::::5.00E-12:0:900:10:300
402::O:OCS:CO2:S::::8.30E-11:0:5530:1200:1900
403::O:OCS:SO:CO::::1.60E-11:0:2150:200:2500
404::O:C5H:C4H:CO::::1.70E-11:0:0:10:300
405::O:C4N:C3N:CO::::6.00E-12:0:0:10:300
406::O:SO2:SO:O2::::9.01E-12:0:9837:440:3760
407::O:SIC3:SIC2:CO::::4.00E-11:0:0:10:300
408::O:S2:SO:S::::1.70E-11:0:0:298:2500
409::O:C3P:CCP:CO::::4.00E-11:0:0:10:300
410::O:C6:C5:CO::::1.00E-10:0:0:10:300
411::O:C6H:C5H:CO::::1.70E-11:0:0:10:300
412::O:C5N:C4N:CO::::4.00E-11:0:0:10:300
413::O:SIC4:SIC3:CO::::4.00E-11:0:0:10:300
414::O:C4P:C3P:CO::::1.00E-11:0:0:10:300
415::O:C7:C6:CO::::5.00E-12:0:900:10:300
416::O:C7H:C6H:CO::::1.70E-11:0:0:10:300
417::O:C8:C7:CO::::1.00E-10:0:0:10:300
418::O:C8H:C7H:CO::::1.70E-11:0:0:10:300
419::O:C7N:C6:OCN::::4.00E-11:0:0:10:300
420::O:C9:C8:CO::::5.00E-12:0:900:10:300
421::O:C9H:C8H:CO::::1.70E-11:0:0:10:300
422::O:C9N:C8:OCN::::4.00E-11:0:0:10:300
423::O:C10:CO:C9::::1.00E-10:0:0:10:300
424::NH2:CH4:CH3:NH3::::2.90E-13:2.87:5380:298:2500
425::NH2:OH:NH3:O::::2.08E-13:0.76:262:298:2500
427::NH2:NO:N2:OH:H:::1.49E-12:0:0:1500:2150
428::NH2:NO:N2:H2O::::4.27E-11:-2.5:331:210:3000
429::CH4:OH:H2O:CH3::::3.77E-13:2.42:1162:178:3000
430::CH4:CN:HCN:CH3::::3.14E-12:1.53:504:160:2500
431::CH4:O2:O2H:CH3::::6.70E-11:0:28640:300:2500
432::CH4:S:HS:CH3::::3.39E-10:0:10019:1140:1480
433::OH:OH:H2O:O::::1.65E-12:1.14:50:200:2500
434::OH:NH3:H2O:NH2::::1.47E-13:2.05:7:200:3000
435::OH:F:HF:O::::1.60E-10:0:0:10:300
436::OH:CN:HCN:O::::1.00E-11:0:1000:500:2500
437::OH:CN:OCN:H::::7.00E-11:0:0:500:2500
439::OH:C2H2:C2H:H2O::::1.05E-13:2.68:6060:300:2500
440::OH:C2H2:CH2CO:H::::1.84E-11:0:5027:500:2500
441::OH:HCN:CN:H2O::::1.87E-13:1.5:3887:298:2840
442::OH:HCN:CO:NH2::::1.07E-13:0:5892:500:2500
443::OH:C2H3:C2H2:H2O::::5.00E-11:0:0:10:2500
444::OH:CO:CO2:H::::2.81E-13:0:176:80:3150
445::OH:SI:SIO:H::::1.00E-10:0:0:10:3560
446::OH:HCO:CO:H2O::::1.70E-10:0:0:10:2500
447::OH:C2H5:C2H4:H2O::::4.00E-11:0:0:10:2500
