!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
    1     0.000000000   1.0     0
    2     0.303480411   3.0     1
    3     0.910440796   5.0     2
    4     1.820880284   7.0     3
    5     3.034797568   9.0     4
    6     4.552190904  11.0     5
    7     6.373058113  13.0     6
    8     8.497396581  15.0     7
    9    10.925203256  17.0     8
   10    13.656474652  19.0     9
   11    16.691206847  21.0    10
   12    20.029395482  23.0    11
   13    23.671035763  25.0    12
   14    27.616122461  27.0    13
   15    31.864649909  29.0    14
   16    36.416612007  31.0    15
   17    41.272002217  33.0    16
   18    46.430813565  35.0    17
   19    51.893038643  37.0    18
   20    57.658669607  39.0    19
   21    63.727698174  41.0    20
!NUMBER OF RADIATIVE TRANSITIONS
20
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
    1     2     1  4.069e-08           9.09810212     0.44
    2     3     2  3.906e-07          18.19619117     1.31
    3     4     3  1.412e-06          27.29425409     2.62
    4     5     4  3.472e-06          36.39227782     4.37
    5     6     5  6.935e-06          45.49024928     6.55
    6     7     6  1.217e-05          54.58815541     9.17
    7     8     7  1.954e-05          63.68598315    12.23
    8     9     8  2.941e-05          72.78371943    15.72
    9    10     9  4.215e-05          81.88135119    19.65
   10    11    10  5.812e-05          90.97886536    24.01
   11    12    11  7.770e-05         100.07624887    28.82
   12    13    12  1.012e-04         109.17348866    34.06
   13    14    13  1.291e-04         118.27057166    39.73
   14    15    14  1.617e-04         127.36748481    45.85
   15    16    15  1.993e-04         136.46421504    52.40
   16    17    16  2.424e-04         145.56074929    59.38
   17    18    17  2.912e-04         154.65707449    66.80
   18    19    18  3.462e-04         163.75317757    74.66
   19    20    19  4.078e-04         172.84904547    82.96
   20    21    20  4.762e-04         181.94466513    91.69
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 HC3N-H2 scaled (*1.39) HC3N-He from Green & Chapman (1978)
!NUMBER OF COLL TRANS
210
!NUMBER OF COLL TEMPS
4
!COLL TEMPS
   10.0   20.0   40.0   80.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
   32     9     4  1.4e-11 1.8e-11 2.2e-11 2.9e-11
   33     9     5  2.4e-11 2.9e-11 3.3e-11 3.5e-11
   34     9     6  3.3e-11 4.0e-11 4.6e-11 4.7e-11
   35     9     7  5.7e-11 5.0e-11 6.5e-11 6.9e-11
   36     9     8  1.1e-10 1.1e-10 1.3e-10 1.5e-10
   37    10     1  3.2e-13 1.3e-12 1.9e-12 2.5e-12
   38    10     2  1.7e-12 3.3e-12 6.3e-12 7.4e-12
   39    10     3  5.7e-12 8.8e-12 1.3e-11 1.4e-11
   40    10     4  9.9e-12 1.5e-11 1.7e-11 2.1e-11
   41    10     5  2.1e-11 2.2e-11 2.2e-11 3.1e-11
   42    10     6  2.4e-11 2.6e-11 2.9e-11 4.0e-11
   43    10     7  3.5e-11 4.6e-11 4.2e-11 5.8e-11
   44    10     8  5.8e-11 5.1e-11 5.3e-11 6.3e-11
   45    10     9  1.0e-10 1.2e-10 1.2e-10 1.5e-10
   46    11     1  2.9e-13 3.8e-13 1.4e-12 1.4e-12
   47    11     2  1.0e-12 2.2e-12 4.3e-12 5.3e-12
   48    11     3  1.8e-12 4.6e-12 7.9e-12 1.0e-11
   49    11     4  5.4e-12 7.4e-12 1.4e-11 1.7e-11
   50    11     5  1.1e-11 1.5e-11 1.8e-11 2.2e-11
   51    11     6  1.8e-11 2.2e-11 2.6e-11 3.5e-11
   52    11     7  2.6e-11 2.8e-11 3.2e-11 3.9e-11
   53    11     8  3.8e-11 4.2e-11 4.4e-11 5.3e-11
   54    11     9  5.6e-11 6.3e-11 6.4e-11 7.4e-11
   55    11    10  9.7e-11 1.1e-10 1.2e-10 1.5e-10
   56    12     1  0.0e+00 2.5e-13 9.7e-13 1.4e-12
   57    12     2  5.3e-13 1.2e-12 3.2e-12 3.5e-12
   58    12     3  1.4e-12 3.1e-12 5.3e-12 8.6e-12
   59    12     4  2.4e-12 5.8e-12 9.9e-12 1.1e-11
   60    12     5  6.3e-12 7.4e-12 1.5e-11 1.7e-11
   61    12     6  1.2e-11 1.5e-11 1.9e-11 2.4e-11
   62    12     7  2.1e-11 2.2e-11 2.8e-11 3.1e-11
   63    12     8  4.2e-11 2.9e-11 3.1e-11 3.5e-11
   64    12     9  4.3e-11 4.0e-11 4.3e-11 4.9e-11
   65    12    10  6.5e-11 5.6e-11 5.4e-11 6.4e-11
   66    12    11  8.8e-11 1.1e-10 1.2e-10 1.4e-10
   67    13     1  0.0e+00 2.1e-13 5.0e-13 1.2e-12
   68    13     2  2.8e-13 2.8e-13 2.2e-12 3.9e-12
   69    13     3  2.8e-13 1.4e-12 3.8e-12 6.1e-12
   70    13     4  1.9e-12 2.2e-11 7.2e-12 9.9e-12
   71    13     5  4.3e-12 5.8e-12 1.0e-11 1.5e-11
   72    13     6  8.5e-12 1.0e-11 1.4e-11 1.8e-11
   73    13     7  1.3e-11 1.7e-11 2.1e-11 2.5e-11
   74    13     8  2.1e-11 2.1e-11 2.8e-11 3.1e-11
   75    13     9  2.6e-11 3.1e-11 3.2e-11 4.4e-11
   76    13    10  3.9e-11 4.0e-11 5.1e-11 5.1e-11
   77    13    11  6.5e-11 5.8e-11 6.4e-11 7.4e-11
   78    13    12  8.5e-11 1.1e-10 1.3e-10 1.5e-10
   79    14     1  0.0e+00 0.0e+00 3.3e-13 9.5e-13
   80    14     2  0.0e+00 5.6e-13 1.1e-12 1.8e-12
   81    14     3  0.0e+00 5.3e-13 2.9e-12 4.7e-12
   82    14     4  1.3e-12 1.4e-12 4.3e-12 7.2e-12
   83    14     5  4.7e-12 2.5e-12 7.2e-12 1.1e-11
   84    14     6  3.2e-12 4.4e-12 1.2e-11 1.7e-11
   85    14     7  8.5e-12 9.9e-12 1.5e-11 2.1e-11
   86    14     8  2.8e-11 1.8e-11 1.9e-11 2.2e-11
   87    14     9  1.4e-11 2.6e-11 3.2e-11 3.3e-11
   88    14    10  5.6e-11 3.3e-11 3.2e-11 3.6e-11
   89    14    11  4.3e-11 4.0e-11 4.6e-11 4.7e-11
   90    14    12  7.5e-11 5.8e-11 5.6e-11 6.5e-11
   91    14    13  9.0e-11 1.0e-10 1.1e-10 1.4e-10
   92    15     1  0.0e+00 0.0e+00 2.5e-13 7.8e-13
   93    15     2  0.0e+00 0.0e+00 6.3e-13 1.8e-12
   94    15     3  0.0e+00 6.7e-13 1.4e-12 3.6e-12
   95    15     4  0.0e+00 2.9e-13 2.9e-12 5.8e-12
   96    15     5  2.1e-12 2.1e-12 5.0e-12 7.6e-12
   97    15     6  2.6e-12 3.8e-12 7.4e-12 1.2e-11
   98    15     7  7.8e-12 3.9e-12 1.1e-11 1.9e-11
   99    15     8  2.2e-11 1.8e-11 1.9e-11 2.2e-11
  100    15     9  1.0e-11 1.8e-11 2.1e-11 3.5e-11
  101    15    10  4.6e-11 3.2e-11 2.9e-11 2.8e-11
  102    15    11  3.1e-11 3.2e-11 3.8e-11 4.4e-11
  103    15    12  6.5e-11 4.6e-11 4.2e-11 4.7e-11
  104    15    13  6.1e-11 5.4e-11 5.8e-11 7.1e-11
  105    15    14  1.3e-10 1.3e-10 1.2e-10 1.4e-10
  106    16     1  0.0e+00 0.0e+00 1.7e-13 6.5e-13
  107    16     2  0.0e+00 0.0e+00 5.3e-13 1.3e-12
  108    16     3  0.0e+00 4.2e-13 1.4e-12 3.8e-12
  109    16     4  4.2e-13 1.0e-12 2.1e-12 3.1e-12
  110    16     5  4.2e-13 1.4e-12 3.2e-12 3.8e-12
  111    16     6  1.4e-12 3.3e-12 5.1e-12 8.9e-12
  112    16     7  2.1e-12 6.4e-12 7.1e-12 1.3e-11
  113    16     8  8.1e-12 7.5e-12 1.4e-11 1.9e-11
  114    16     9  1.1e-11 1.3e-11 1.5e-11 1.8e-11
  115    16    10  1.5e-11 1.5e-11 2.2e-11 2.4e-11
  116    16    11  2.5e-11 2.9e-11 3.2e-11 3.6e-11
  117    16    12  3.5e-11 3.3e-11 4.9e-11 3.8e-11
  118    16    13  5.1e-11 4.2e-11 4.3e-11 5.4e-11
  119    16    14  6.0e-11 5.7e-11 6.7e-11 7.1e-11
  120    16    15  8.5e-11 1.1e-10 1.1e-10 1.5e-10
  121    17     1  0.0e+00 0.0e+00 0.0e+00 3.1e-13
  122    17     2  0.0e+00 0.0e+00 5.0e-13 1.1e-12
  123    17     3  0.0e+00 0.0e+00 4.4e-13 2.5e-12
  124    17     4  0.0e+00 0.0e+00 1.1e-12 4.2e-12
  125    17     5  0.0e+00 1.2e-12 2.5e-12 5.1e-12
  126    17     6  0.0e+00 2.6e-12 3.1e-12 6.4e-12
  127    17     7  5.0e-12 1.3e-12 6.0e-12 8.8e-12
  128    17     8  6.3e-12 8.5e-12 9.7e-12 1.2e-11
  129    17     9  5.7e-12 6.9e-12 1.1e-11 1.9e-11
  130    17    10  4.0e-11 2.4e-11 2.2e-11 2.4e-11
  131    17    11  1.8e-11 2.6e-11 2.4e-11 2.8e-11
  132    17    12  6.9e-11 3.9e-11 3.2e-11 2.8e-11
  133    17    13  3.1e-11 3.8e-11 3.8e-11 4.4e-11
  134    17    14  8.1e-11 5.1e-11 4.4e-11 4.9e-11
  135    17    15  9.2e-11 6.4e-11 5.8e-11 6.7e-11
  136    17    16  8.5e-11 1.0e-10 1.2e-10 1.5e-10
  137    18     1  0.0e+00 0.0e+00 0.0e+00 2.6e-13
  138    18     2  0.0e+00 0.0e+00 1.9e-13 6.8e-13
  139    18     3  0.0e+00 0.0e+00 4.0e-13 2.4e-12
  140    18     4  0.0e+00 1.7e-13 1.4e-12 2.1e-12
  141    18     5  0.0e+00 1.7e-13 2.1e-12 3.8e-12
  142    18     6  0.0e+00 8.9e-13 1.8e-12 4.7e-12
  143    18     7  0.0e+00 9.2e-13 4.2e-12 6.5e-12
  144    18     8  7.9e-12 3.2e-12 6.9e-12 8.2e-12
  145    18     9  9.3e-12 7.8e-12 8.9e-12 1.4e-11
  146    18    10  2.2e-11 1.4e-11 1.3e-11 1.5e-11
  147    18    11  1.8e-11 1.4e-11 2.2e-11 1.8e-11
  148    18    12  7.6e-11 2.8e-11 2.4e-11 2.5e-11
  149    18    13  2.6e-11 3.5e-11 2.9e-11 3.2e-11
  150    18    14  1.1e-10 4.4e-11 3.8e-11 3.9e-11
  151    18    15  9.0e-11 5.3e-11 4.6e-11 5.0e-11
  152    18    16  5.1e-11 6.3e-11 6.4e-11 6.3e-11
  153    18    17  1.4e-10 1.3e-10 1.2e-10 1.4e-10
  154    19     1  0.0e+00 0.0e+00 0.0e+00 2.5e-13
  155    19     2  0.0e+00 0.0e+00 1.8e-13 3.8e-13
  156    19     3  0.0e+00 1.5e-12 0.0e+00 7.9e-13
  157    19     4  0.0e+00 0.0e+00 3.2e-13 1.2e-12
  158    19     5  0.0e+00 2.2e-13 9.9e-13 2.8e-12
  159    19     6  0.0e+00 2.2e-13 9.0e-13 3.3e-12
  160    19     7  0.0e+00 2.6e-12 1.8e-12 5.7e-12
  161    19     8  0.0e+00 2.1e-12 5.0e-12 7.6e-12
  162    19     9  1.3e-11 3.6e-12 6.9e-12 9.5e-12
  163    19    10  1.4e-11 1.2e-11 1.2e-11 1.3e-11
  164    19    11  3.2e-11 1.5e-11 1.4e-11 1.9e-11
  165    19    12  7.6e-11 3.2e-11 2.6e-11 2.5e-11
  166    19    13  5.4e-12 3.1e-11 3.2e-11 3.3e-11
  167    19    14  1.1e-10 4.7e-11 3.5e-11 2.9e-11
  168    19    15  1.3e-10 4.9e-11 3.9e-11 4.0e-11
  169    19    16  3.8e-11 5.3e-11 4.3e-11 5.1e-11
  170    19    17  1.1e-10 6.8e-11 6.0e-11 6.8e-11
  171    19    18  1.4e-10 1.3e-10 1.2e-10 1.4e-10
  172    20     1  0.0e+00 0.0e+00 0.0e+00 2.4e-13
  173    20     2  0.0e+00 0.0e+00 0.0e+00 3.9e-13
  174    20     3  0.0e+00 0.0e+00 2.8e-13 1.2e-12
  175    20     4  0.0e+00 0.0e+00 1.8e-13 2.2e-12
  176    20     5  0.0e+00 0.0e+00 4.6e-13 2.5e-12
  177    20     6  0.0e+00 3.1e-13 1.3e-12 4.7e-12
  178    20     7  0.0e+00 2.9e-13 1.2e-12 5.4e-12
  179    20     8  0.0e+00 2.1e-12 2.8e-12 6.1e-12
  180    20     9  0.0e+00 2.8e-12 5.6e-12 6.1e-12
  181    20    10  1.9e-11 5.0e-12 8.5e-12 9.0e-12
  182    20    11  2.1e-11 1.1e-11 1.2e-11 1.3e-11
  183    20    12  4.6e-11 1.9e-11 1.5e-11 1.7e-11
  184    20    13  1.2e-11 1.9e-11 2.6e-11 2.4e-11
  185    20    14  1.3e-10 3.5e-11 2.6e-11 2.6e-11
  186    20    15  1.3e-10 5.3e-11 3.6e-11 3.1e-11
  187    20    16  3.8e-11 4.3e-11 4.3e-11 4.7e-11
  188    20    17  1.2e-10 5.8e-11 4.7e-11 5.1e-11
  189    20    18  1.1e-10 7.1e-11 6.1e-11 6.8e-11
  190    20    19  1.5e-10 1.4e-10 1.2e-10 1.4e-10
  191    21     1  0.0e+00 0.0e+00 0.0e+00 0.0e+00
  192    21     2  0.0e+00 0.0e+00 0.0e+00 1.5e-13
  193    21     3  0.0e+00 0.0e+00 3.2e-13 5.3e-13
  194    21     4  0.0e+00 0.0e+00 0.0e+00 0.0e+00
  195    21     5  0.0e+00 0.0e+00 2.5e-13 1.8e-12
  196    21     6  0.0e+00 0.0e+00 2.6e-13 2.2e-12
  197    21     7  0.0e+00 4.3e-13 2.8e-12 4.2e-12
  198    21     8  0.0e+00 4.0e-13 2.1e-12 5.1e-12
  199    21     9  0.0e+00 2.6e-12 3.5e-12 5.7e-12
  200    21    10  0.0e+00 3.5e-12 6.4e-12 8.6e-12
  201    21    11  3.1e-11 4.2e-12 8.5e-12 1.3e-11
  202    21    12  3.2e-11 1.8e-11 1.4e-11 1.5e-11
  203    21    13  6.5e-11 1.1e-11 1.5e-11 1.9e-11
  204    21    14  1.4e-10 4.2e-11 2.9e-11 2.8e-11
  205    21    15  1.7e-10 4.0e-11 2.9e-11 2.6e-11
  206    21    16  2.1e-11 2.5e-11 2.9e-11 2.6e-11
  207    21    17  1.8e-10 5.6e-11 4.0e-11 4.2e-11
  208    21    18  1.3e-10 6.3e-11 4.9e-11 5.1e-11
  209    21    19  1.2e-10 7.2e-11 6.3e-11 6.8e-11
  210    21    20  1.5e-10 1.4e-10 1.3e-10 1.4e-10
!NOTES:
!Test file not of spectroscopic accuracy.

