!MOLECULE
 SO2 spectroscopic data from CDMS July 2005 , E<250 cm-1                
!MOLECULAR WEIGHT
   64.0   
! NUMBER OF ENERGY LEVELS
   198
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J_K-_K+
   153    21    14  1.074E-04         256.24694510    35.89          8.54748  1.0
   154    26    20  1.223E-04         257.09996570    47.84          8.57593  1.0
   155   172   166  3.264E-05         258.66696910   313.18          8.62820  1.0
   156    36    29  1.318E-04         258.94219920    63.47          8.63738  1.0
   157    48    39  1.408E-04         262.25690570    82.80          8.74795  1.0
   158    27    21  6.316E-06         262.33396580    48.48          8.75052  1.0
   159   187   180  3.085E-06         263.89786840   339.00          8.80269  1.0
   160    48    38  1.121E-06         264.16596120    82.80          8.81163  1.0
   161    58    51  1.512E-04         267.53745120   105.82          8.92409  1.0
   162    57    50  2.385E-05         268.16833490   102.70          8.94513  1.0
   163   152   147  1.777E-06         269.78641740   276.02          8.99911  1.0
   164    20    13  1.107E-04         271.52901390    35.50          9.05723  1.0
   165   102    96  3.296E-05         273.46267010   184.81          9.12173  1.0
   166    83    76  9.967E-05         273.75282200   149.22          9.13141  1.0
   167   160   154  3.110E-06         274.52546130   293.71          9.15718  1.0
   168    73    66  1.645E-04         275.24018400   132.54          9.18102  1.0
   169   163   155  3.897E-05         278.25097230   294.78          9.28145  1.0
   170    59    52  2.609E-04         281.76260030   107.42          9.39859  1.0
   171    17    10  1.003E-04         282.03656630    29.20          9.40773  1.0
   172   111   103  1.002E-04         282.29280630   198.88          9.41627  1.0
   173    67    59  2.700E-04         283.46476850   121.03          9.45537  1.0
   174    90    83  1.816E-04         285.74358770   162.93          9.53138  1.0
   175   137   129  9.293E-05         286.41627120   248.44          9.55382  1.0
   176    36    28  8.239E-07         286.76933260    63.47          9.56560  1.0
   177    54    44  2.437E-05         287.48551020    94.43          9.58948  1.0
   178    91    83  1.570E-04         288.51999640   163.07          9.62399  1.0
   179   177   170  1.973E-06         290.40989560   320.93          9.68703  1.0
   180    97    87  3.737E-05         292.88269700   171.93          9.76952  1.0
   181   139   131  3.104E-06         293.38629400   252.13          9.78631  1.0
   182   188   180  1.873E-04         296.16867460   340.55          9.87912  1.0
   183   176   167  2.561E-04         296.53542250   316.58          9.89136  1.0
   184   153   146  4.553E-05         297.78259460   277.30          9.93296  1.0
   185    29    22  1.442E-04         298.57630680    51.04          9.95943  1.0
   186   108   101  2.037E-04         299.31681850   196.99          9.98413  1.0
   187   101    93  1.230E-04         301.89662870   182.63         10.07019  1.0
   188    49    40  2.269E-05         306.73885110    87.08         10.23171  1.0
   189    88    79  4.105E-05         312.25842370   159.98         10.41582  1.0
   190   150   142  2.819E-04         312.54251950   272.82         10.42530  1.0
   191    16     8  3.396E-04         313.27971760    27.62         10.44989  1.0
   192    76    67  3.747E-04         313.66085160   136.08         10.46260  1.0
   193    26    19  4.652E-07         315.39523730    47.84         10.52045  1.0
   194   129   123  2.318E-04         316.09887370   234.70         10.54392  1.0
   195   145   136  5.210E-05         317.25039810   260.75         10.58233  1.0
   196   118   111  2.967E-06         320.47569290   214.26         10.68992  1.0
   197    85    76  4.087E-04         321.33016610   151.50         10.71842  1.0
   198    39    31  1.860E-04         323.02645940    70.21         10.77500  1.0
   199   131   124  1.364E-04         323.52641520   238.05         10.79168  1.0
   200    45    37  1.797E-05         325.96030220    80.65         10.87287  1.0
   201   128   120  3.067E-04         326.86749440   232.90         10.90313  1.0
   202    82    74  4.348E-05         331.58024400   148.95         11.06033  1.0
   203   123   113  1.507E-04         332.09143110   219.53         11.07738  1.0
   204    18     9  3.290E-04         332.50524150    31.29         11.09118  1.0
   205    25    15  1.270E-04         334.67335260    43.15         11.16350  1.0
   206   152   144  2.671E-04         336.08922840   276.02         11.21073  1.0
   207   135   126  5.838E-05         336.66958100   245.12         11.23009  1.0
   208   107    99  3.266E-04         338.30599310   196.80         11.28467  1.0
   209   111   101  2.868E-04         338.61181030   198.88         11.29487  1.0
   210    42    33  9.812E-06         345.14897080    75.14         11.51293  1.0
   211    51    43  2.381E-04         345.33853770    92.98         11.51925  1.0
   212    92    81  3.390E-04         346.52387840   164.46         11.55879  1.0
   213    93    85  5.220E-04         346.65216910   168.14         11.56307  1.0
   214   159   152  1.906E-04         348.38780000   292.74         11.62097  1.0
   215    21    12  1.666E-07         348.63335310    35.89         11.62916  1.0
   216    78    69  4.403E-05         350.86275600   138.85         11.70352  1.0
   217    21    11  3.358E-04         351.25722330    35.89         11.71668  1.0
   218    75    65  3.432E-04         351.87387320   135.87         11.73725  1.0
   219    62    53  3.396E-04         355.04551690   111.00         11.84304  1.0
   220    98    91  2.624E-06         355.18649620   180.11         11.84775  1.0
   221   127   117  6.401E-05         356.04064420   230.40         11.87624  1.0
   222    50    41  3.280E-04         356.75518990    89.83         11.90007  1.0
   223    70    58  3.512E-04         357.16539040   122.97         11.91376  1.0
   224    84    73  3.619E-04         357.24119320   149.68         11.91628  1.0
   225    55    48  3.382E-04         357.38757950    99.95         11.92117  1.0
   226    40    32  3.056E-04         357.58144860    72.36         11.92763  1.0
   227    44    36  3.196E-04         357.67182060    80.64         11.93065  1.0
   228    37    26  2.875E-04         357.89244220    65.01         11.93801  1.0
   229    33    23  2.603E-04         357.92584780    58.58         11.93912  1.0
   230    98    90  3.726E-04         357.96290490   180.11         11.94036  1.0
   231    30    21  2.180E-04         358.01315360    53.07         11.94203  1.0
   232    27    18  1.450E-04         358.03788690    48.48         11.94286  1.0
   233   103    93  5.827E-04         358.21563270   185.33         11.94879  1.0
   234   177   168  3.105E-04         359.15115810   320.93         11.97999  1.0
   235   118   108  3.848E-04         359.77068460   214.26         12.00066  1.0
   236   191   184  7.723E-05         360.72182870   349.82         12.03239  1.0
   237   139   129  4.003E-04         363.15926170   252.13         12.11369  1.0
   238   154   147  1.779E-04         363.89089590   280.53         12.13809  1.0
   239   144   134  1.832E-04         363.92583770   259.89         12.13926  1.0
   240    66    56  3.040E-04         366.21446980   119.33         12.21560  1.0
   241   160   152  4.206E-04         368.62993980   293.71         12.29617  1.0
   242    71    63  4.194E-05         370.10862710   129.66         12.34549  1.0
   243    23    14  3.546E-04         371.17245140    41.40         12.38098  1.0
   244   119   110  6.854E-05         375.37114590   216.61         12.52103  1.0
   245   187   177  4.475E-04         376.64108430   339.00         12.56339  1.0
   246   183   172  8.566E-05         380.12440310   331.43         12.67959  1.0
   247   113   103  7.069E-04         380.43368780   203.59         12.68990  1.0
   248    16     6  1.959E-08         384.83649340    27.62         12.83676  1.0
   249   131   123  4.703E-04         385.87184140   238.05         12.87130  1.0
   250    83    72  3.888E-04         386.60449250   149.22         12.89574  1.0
   251    26    17  3.741E-04         388.32281440    47.84         12.95305  1.0
   252    68    57  3.641E-05         389.32503010   121.39         12.98649  1.0
   253   124   113  7.954E-04         394.43685730   222.52         13.15700  1.0
   254    35    24  1.518E-04         394.58193630    60.93         13.16184  1.0
   255   114   102  7.140E-05         394.66470410   203.75         13.16460  1.0
   256    84    72  2.084E-06         396.26469030   149.68         13.21797  1.0
   257   168   158  2.205E-04         397.00989870   303.69         13.24282  1.0
   258   173   163  9.351E-05         399.48791240   313.95         13.32548  1.0
   259   180   170  2.236E-04         403.15311150   326.34         13.44774  1.0
   260   101    91  4.982E-04         407.60600600   182.63         13.59627  1.0
   261    64    54  2.683E-05         408.51663440   114.04         13.62665  1.0
   262   188   177  3.515E-04         408.91189050   340.55         13.63983  1.0
   263    32    20  4.078E-04         410.60821650    55.20         13.69642  1.0
   264   106    97  7.194E-05         413.92636030   191.80         13.80710  1.0
   265   134   124  9.337E-04         414.74246620   242.42         13.83432  1.0
   266   165   153  1.003E-04         418.81580020   297.40         13.97019  1.0
   267    36    25  4.268E-04         423.51369450    63.47         14.12690  1.0
   268    60    49  1.354E-05         427.68842150   107.61         14.26615  1.0
   269   154   144  7.075E-04         430.19370700   280.53         14.34972  1.0
   270   147   134  1.051E-03         430.22864870   263.07         14.35088  1.0
   271   123   111  6.391E-04         430.23231260   219.53         14.35101  1.0
   272   193   182  2.626E-04         431.00183870   350.91         14.37667  1.0
   273   100    88  6.942E-05         433.16010480   180.77         14.44867  1.0
   274    27    16  9.884E-04         434.58508440    48.48         14.49620  1.0
   275   156   145  1.057E-04         438.11182500   281.77         14.61384  1.0
   276   185   176  7.201E-04         440.41264160   337.72         14.69058  1.0
   277    70    56  1.453E-06         441.99679400   122.97         14.74343  1.0
   278   161   150  7.377E-04         447.48727990   294.29         14.92657  1.0
   279   158   147  1.206E-03         449.38415060   284.64         14.98984  1.0
   280    41    29  4.760E-04         451.49038500    72.71         15.06010  1.0
   281   141   128  7.438E-04         452.24772970   254.61         15.08536  1.0
   282    94    82  6.303E-05         452.36997720   170.66         15.08944  1.0
   283    30    18  9.418E-04         453.71707460    53.07         15.13437  1.0
   284   174   160  7.745E-04         454.09814510   315.50         15.14708  1.0
   285   144   131  8.180E-04         455.14188860   259.89         15.18190  1.0
   286   151   139  7.647E-04         455.15957590   273.97         15.18249  1.0
   287   122   107  7.407E-04         455.34822640   218.65         15.18878  1.0
   288    48    35  4.839E-04         455.76856690    82.80         15.20280  1.0
   289   130   118  7.540E-04         456.35231580   236.16         15.22227  1.0
   290   104    92  7.296E-04         457.31549550   186.41         15.25440  1.0
   291   148   135  1.089E-04         457.37931880   267.07         15.25653  1.0
   292   112    98  7.405E-04         457.46681440   202.07         15.25945  1.0
   293    96    84  7.227E-04         458.38673490   171.68         15.29014  1.0
