  94   15    3   1.4900e-11   1.5090e-11   1.5110e-11   1.4680e-11   1.3830e-11   1.2190e-11   1.1200e-11   1.0550e-11   1.0100e-11   9.7670e-12
  95   15    4   1.1340e-11   1.1520e-11   1.1620e-11   1.1410e-11   1.0640e-11   8.9590e-12   7.9060e-12   7.2300e-12   6.7810e-12   6.4790e-12
  96   15    5   2.8360e-11   2.9560e-11   3.0160e-11   3.0300e-11   2.9180e-11   2.6110e-11   2.3870e-11   2.2270e-11   2.1100e-11   2.0210e-11
  97   15    6   2.0180e-11   2.0160e-11   2.0200e-11   1.9760e-11   1.8430e-11   1.5550e-11   1.3820e-11   1.2790e-11   1.2160e-11   1.1790e-11
  98   15    7   4.1090e-11   4.3160e-11   4.4350e-11   4.5620e-11   4.5190e-11   4.1960e-11   3.8830e-11   3.6370e-11   3.4460e-11   3.2960e-11
  99   15    8   5.4140e-11   5.2140e-11   5.0840e-11   4.7950e-11   4.4550e-11   3.8450e-11   3.4830e-11   3.2560e-11   3.1070e-11   3.0070e-11
 100   15    9   6.9590e-11   7.2520e-11   7.4220e-11   7.6170e-11   7.5630e-11   7.0650e-11   6.5520e-11   6.1320e-11   5.8000e-11   5.5360e-11
 101   15   10   1.3340e-10   1.3180e-10   1.2970e-10   1.2340e-10   1.1590e-10   1.0200e-10   9.2740e-11   8.6120e-11   8.1210e-11   7.7450e-11
 102   15   11   1.1900e-10   1.2410e-10   1.2690e-10   1.3150e-10   1.3260e-10   1.2630e-10   1.1810e-10   1.1100e-10   1.0520e-10   1.0060e-10
 103   15   12   1.9420e-10   1.9210e-10   1.9140e-10   1.8860e-10   1.8280e-10   1.6800e-10   1.5620e-10   1.4730e-10   1.4040e-10   1.3490e-10
 104   15   13   2.2070e-10   2.2630e-10   2.2890e-10   2.3240e-10   2.3270e-10   2.2440e-10   2.1360e-10   2.0430e-10   1.9700e-10   1.9120e-10
 105   15   14   2.9010e-10   2.7450e-10   2.6800e-10   2.5800e-10   2.4800e-10   2.2810e-10   2.1370e-10   2.0320e-10   1.9530e-10   1.8930e-10
 106   16    1   1.5350e-12   1.4370e-12   1.3940e-12   1.3120e-12   1.2130e-12   1.0410e-12   9.3860e-13   8.6960e-13   8.1900e-13   7.8010e-13
 107   16    2   6.5850e-12   6.2540e-12   6.1020e-12   5.8000e-12   5.4500e-12   4.8630e-12   4.5410e-12   4.3500e-12   4.2300e-12   4.1500e-12
 108   16    3   7.4740e-12   7.1270e-12   6.9920e-12   6.6900e-12   6.2210e-12   5.3110e-12   4.7420e-12   4.3600e-12   4.0890e-12   3.8910e-12
 109   16    4   1.7970e-11   1.7530e-11   1.7350e-11   1.6800e-11   1.5890e-11   1.4110e-11   1.3000e-11   1.2270e-11   1.1760e-11   1.1400e-11
 110   16    5   1.2780e-11   1.2610e-11   1.2590e-11   1.2320e-11   1.1540e-11   9.8180e-12   8.7030e-12   7.9750e-12   7.4910e-12   7.1690e-12
 111   16    6   3.1150e-11   3.1640e-11   3.2060e-11   3.2230e-11   3.1190e-11   2.8060e-11   2.5660e-11   2.3930e-11   2.2640e-11   2.1670e-11
 112   16    7   2.1280e-11   2.1240e-11   2.1250e-11   2.0710e-11   1.9340e-11   1.6440e-11   1.4650e-11   1.3550e-11   1.2870e-11   1.2460e-11
 113   16    8   4.2660e-11   4.4650e-11   4.5980e-11   4.7740e-11   4.7610e-11   4.4440e-11   4.1170e-11   3.8530e-11   3.6460e-11   3.4830e-11
 114   16    9   5.4470e-11   5.3240e-11   5.2090e-11   4.8950e-11   4.5390e-11   3.9310e-11   3.5640e-11   3.3290e-11   3.1740e-11   3.0690e-11
 115   16   10   7.1290e-11   7.4240e-11   7.6140e-11   7.8840e-11   7.8890e-11   7.4170e-11   6.8880e-11   6.4470e-11   6.0930e-11   5.8090e-11
 116   16   11   1.3150e-10   1.3030e-10   1.2800e-10   1.2090e-10   1.1330e-10   1.0020e-10   9.1510e-11   8.5230e-11   8.0530e-11   7.6890e-11
 117   16   12   1.1620e-10   1.2190e-10   1.2560e-10   1.3210e-10   1.3500e-10   1.3040e-10   1.2240e-10   1.1510e-10   1.0910e-10   1.0420e-10
 118   16   13   2.0120e-10   1.9520e-10   1.9190e-10   1.8650e-10   1.8040e-10   1.6680e-10   1.5580e-10   1.4720e-10   1.4030e-10   1.3490e-10
 119   16   14   2.0760e-10   2.1550e-10   2.1960e-10   2.2660e-10   2.3060e-10   2.2910e-10   2.2130e-10   2.1300e-10   2.0570e-10   1.9960e-10
 120   16   15   2.9020e-10   2.7090e-10   2.6310e-10   2.5340e-10   2.4540e-10   2.2850e-10   2.1470e-10   2.0420e-10   1.9600e-10   1.8970e-10
 121   17    1   1.6980e-12   1.5340e-12   1.4540e-12   1.3340e-12   1.2420e-12   1.1150e-12   1.0530e-12   1.0220e-12   1.0070e-12   1.0000e-12
 122   17    2   3.7490e-12   3.4100e-12   3.2420e-12   2.9780e-12   2.7430e-12   2.3700e-12   2.1570e-12   2.0190e-12   1.9220e-12   1.8500e-12
 123   17    3   9.4460e-12   8.6910e-12   8.3250e-12   7.7410e-12   7.2310e-12   6.4460e-12   6.0200e-12   5.7750e-12   5.6290e-12   5.5400e-12
 124   17    4   9.0550e-12   8.5220e-12   8.2570e-12   7.7430e-12   7.1430e-12   6.0550e-12   5.3910e-12   4.9570e-12   4.6610e-12   4.4530e-12
 125   17    5   2.1550e-11   2.0420e-11   1.9900e-11   1.8880e-11   1.7740e-11   1.5670e-11   1.4370e-11   1.3520e-11   1.2930e-11   1.2510e-11
 126   17    6   1.3490e-11   1.3470e-11   1.3460e-11   1.3070e-11   1.2150e-11   1.0210e-11   8.9970e-12   8.2240e-12   7.7250e-12   7.4050e-12
 127   17    7   3.5390e-11   3.5190e-11   3.5280e-11   3.4890e-11   3.3510e-11   2.9970e-11   2.7310e-11   2.5390e-11   2.3970e-11   2.2890e-11
 128   17    8   2.0880e-11   2.1410e-11   2.1630e-11   2.1160e-11   1.9690e-11   1.6600e-11   1.4750e-11   1.3640e-11   1.2970e-11   1.2590e-11
 129   17    9   4.6050e-11   4.7940e-11   4.9310e-11   5.0880e-11   5.0460e-11   4.6900e-11   4.3360e-11   4.0510e-11   3.8280e-11   3.6500e-11
 130   17   10   5.4050e-11   5.3100e-11   5.2040e-11   4.8800e-11   4.5040e-11   3.8860e-11   3.5300e-11   3.3070e-11   3.1620e-11   3.0640e-11
 131   17   11   7.2100e-11   7.6640e-11   7.9390e-11   8.2650e-11   8.2690e-11   7.7830e-11   7.2280e-11   6.7580e-11   6.3780e-11   6.0710e-11
 132   17   12   1.3400e-10   1.2940e-10   1.2580e-10   1.1770e-10   1.1000e-10   9.7260e-11   8.8970e-11   8.3040e-11   7.8610e-11   7.5200e-11
 133   17   13   1.1110e-10   1.1890e-10   1.2390e-10   1.3240e-10   1.3620e-10   1.3300e-10   1.2550e-10   1.1840e-10   1.1240e-10   1.0750e-10
 134   17   14   1.9630e-10   1.9060e-10   1.8760e-10   1.8250e-10   1.7660e-10   1.6240e-10   1.5100e-10   1.4220e-10   1.3550e-10   1.3030e-10
 135   17   15   2.1280e-10   2.1480e-10   2.1640e-10   2.2210e-10   2.2750e-10   2.2890e-10   2.2300e-10   2.1560e-10   2.0880e-10   2.0300e-10
 136   17   16   2.6850e-10   2.5860e-10   2.5370e-10   2.4650e-10   2.4000e-10   2.2420e-10   2.1070e-10   2.0020e-10   1.9220e-10   1.8590e-10
 137   18    1   8.8100e-13   8.0380e-13   7.5730e-13   6.8180e-13   6.2520e-13   5.4920e-13   5.1210e-13   4.9140e-13   4.7860e-13   4.6990e-13
 138   18    2   3.8740e-12   3.5250e-12   3.3170e-12   2.9870e-12   2.7520e-12   2.4600e-12   2.3360e-12   2.2850e-12   2.2710e-12   2.2760e-12
 139   18    3   4.9320e-12   4.5760e-12   4.3460e-12   3.9410e-12   3.6050e-12   3.1060e-12   2.8360e-12   2.6700e-12   2.5600e-12   2.4820e-12
 140   18    4   1.1390e-11   1.0570e-11   1.0060e-11   9.1870e-12   8.4900e-12   7.4910e-12   6.9710e-12   6.6800e-12   6.5120e-12   6.4140e-12
 141   18    5   9.5310e-12   9.2520e-12   9.0000e-12   8.4050e-12   7.7320e-12   6.5360e-12   5.8120e-12   5.3450e-12   5.0310e-12   4.8150e-12
 142   18    6   2.4590e-11   2.3350e-11   2.2530e-11   2.0960e-11   1.9480e-11   1.7010e-11   1.5520e-11   1.4560e-11   1.3900e-11   1.3420e-11
 143   18    7   1.3080e-11   1.3450e-11   1.3530e-11   1.3240e-11   1.2400e-11   1.0500e-11   9.2630e-12   8.4710e-12   7.9600e-12   7.6350e-12
 144   18    8   3.9770e-11   3.9210e-11   3.8800e-11   3.7580e-11   3.5710e-11   3.1570e-11   2.8640e-11   2.6570e-11   2.5050e-11   2.3900e-11
 145   18    9   2.0280e-11   2.0800e-11   2.0990e-11   2.0720e-11   1.9540e-11   1.6730e-11   1.4940e-11   1.3850e-11   1.3200e-11   1.2820e-11
 146   18   10   5.2380e-11   5.3320e-11   5.4010e-11   5.4530e-11   5.3380e-11   4.8860e-11   4.4890e-11   4.1830e-11   3.9460e-11   3.7610e-11
 147   18   11   5.4630e-11   5.2040e-11   5.0410e-11   4.7150e-11   4.3830e-11   3.8190e-11   3.4860e-11   3.2770e-11   3.1410e-11   3.0490e-11
