Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Product 4,Alpha,Beta,Gamma,T_min,T_max,reduced_mass,extrapolate
#NO2,SURFSWAP,NAN,@NO2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#NS,SURFSWAP,NAN,@NS,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#O,SURFSWAP,NAN,@O,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#O2,SURFSWAP,NAN,@O2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#O2H,SURFSWAP,NAN,@O2H,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#OCN,SURFSWAP,NAN,@OCN,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#OCS,SURFSWAP,NAN,@OCS,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#OH,SURFSWAP,NAN,@OH,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#S,SURFSWAP,NAN,@S,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#S2,SURFSWAP,NAN,@S2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SI,SURFSWAP,NAN,@SI,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIC,SURFSWAP,NAN,@SIC,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIC2,SURFSWAP,NAN,@SIC2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIC3,SURFSWAP,NAN,@SIC3,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIH,SURFSWAP,NAN,@SIH,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIH2,SURFSWAP,NAN,@SIH2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIH3,SURFSWAP,NAN,@SIH3,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIH4,SURFSWAP,NAN,@SIH4,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIO,SURFSWAP,NAN,@SIO,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SIS,SURFSWAP,NAN,@SIS,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SO,SURFSWAP,NAN,@SO,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#SO2,SURFSWAP,NAN,@SO2,NAN,NAN,NAN,1.0,0.0,0.0,0.0,10000.0,0.0,False
#C,THERM,NAN,C,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2,THERM,NAN,C2,NAN,NAN,NAN,1.0,0.0,10000.0,0.0,10000.0,0.0,False
#C2H,THERM,NAN,C2H,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#C2H2,THERM,NAN,C2H2,NAN,NAN,NAN,1.0,0.0,2587.0,0.0,10000.0,0.0,False
#C2H3,THERM,NAN,C2H3,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#C2H4,THERM,NAN,C2H4,NAN,NAN,NAN,1.0,0.0,2500.0,0.0,10000.0,0.0,False
#C2H5,THERM,NAN,C2H5,NAN,NAN,NAN,1.0,0.0,3100.0,0.0,10000.0,0.0,False
#C2N,THERM,NAN,C2N,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#C3H2,THERM,NAN,C3H2,NAN,NAN,NAN,1.0,0.0,5900.0,0.0,10000.0,0.0,False
#C3N,THERM,NAN,C3N,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#C4H,THERM,NAN,C4H,NAN,NAN,NAN,1.0,0.0,3737.0,0.0,10000.0,0.0,False
#C4N,THERM,NAN,C4N,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#CH,THERM,NAN,CH,NAN,NAN,NAN,1.0,0.0,925.0,0.0,10000.0,0.0,False
#CH2,THERM,NAN,CH2,NAN,NAN,NAN,1.0,0.0,1400.0,0.0,10000.0,0.0,False
#CH2CO,THERM,NAN,CH2CO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CH2OH,THERM,NAN,CH2OH,NAN,NAN,NAN,1.0,0.0,5084.0,0.0,10000.0,0.0,False
#CH3,THERM,NAN,CH3,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#CH3CCH,THERM,NAN,CH3CCH,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#CH3CHO,THERM,NAN,CH3CHO,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#CH3CN,THERM,NAN,CH3CN,NAN,NAN,NAN,1.0,0.0,4680.0,0.0,10000.0,0.0,False
#CH3CNH,THERM,NAN,CH3CNH,NAN,NAN,NAN,1.0,0.0,3740.0,0.0,10000.0,0.0,False
#CH3OH,THERM,NAN,CH3OH,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#CH4,THERM,NAN,CH4,NAN,NAN,NAN,1.0,0.0,960.0,0.0,10000.0,0.0,False
#CL,THERM,NAN,CL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#CN,THERM,NAN,CN,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#CO,THERM,NAN,CO,NAN,NAN,NAN,1.0,0.0,1300.0,0.0,10000.0,0.0,False
#CO2,THERM,NAN,CO2,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#CS,THERM,NAN,CS,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#H,THERM,NAN,H,NAN,NAN,NAN,1.0,0.0,650.0,0.0,10000.0,0.0,False
#H2,THERM,NAN,H2,NAN,NAN,NAN,1.0,0.0,440.0,0.0,10000.0,0.0,False
#H2CN,THERM,NAN,H2CN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#H2CO,THERM,NAN,H2CO,NAN,NAN,NAN,1.0,0.0,4500.0,0.0,10000.0,0.0,False
#H2COH,THERM,NAN,H2COH,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2CS,THERM,NAN,H2CS,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#H2O,THERM,NAN,H2O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
#H2S,THERM,NAN,H2S,NAN,NAN,NAN,1.0,0.0,2700.0,0.0,10000.0,0.0,False
#H2S2,THERM,NAN,H2S2,NAN,NAN,NAN,1.0,0.0,5400.0,0.0,10000.0,0.0,False
#H2SIO,THERM,NAN,H2SIO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HC3N,THERM,NAN,HC3N,NAN,NAN,NAN,1.0,0.0,4580.0,0.0,10000.0,0.0,False
#HCL,THERM,NAN,HCL,NAN,NAN,NAN,1.0,0.0,5172.0,0.0,10000.0,0.0,False
#HCN,THERM,NAN,HCN,NAN,NAN,NAN,1.0,0.0,3700.0,0.0,10000.0,0.0,False
#HCO,THERM,NAN,HCO,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#HCOO,THERM,NAN,HCOO,NAN,NAN,NAN,1.0,0.0,4000.0,0.0,10000.0,0.0,False
#HCOOH,THERM,NAN,HCOOH,NAN,NAN,NAN,1.0,0.0,5570.0,0.0,10000.0,0.0,False
#HCS,THERM,NAN,HCS,NAN,NAN,NAN,1.0,0.0,2900.0,0.0,10000.0,0.0,False
#HE,THERM,NAN,HE,NAN,NAN,NAN,1.0,0.0,100.0,0.0,10000.0,0.0,False
#HNC,THERM,NAN,HNC,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#HNCO,THERM,NAN,HNCO,NAN,NAN,NAN,1.0,0.0,4400.0,0.0,10000.0,0.0,False
#HNO,THERM,NAN,HNO,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#HS,THERM,NAN,HS,NAN,NAN,NAN,1.0,0.0,1450.0,0.0,10000.0,0.0,False
#HS2,THERM,NAN,HS2,NAN,NAN,NAN,1.0,0.0,5200.0,0.0,10000.0,0.0,False
#HSIO,THERM,NAN,SIOH+,NAN,NAN,NAN,1.0,0.0,3600.0,0.0,10000.0,0.0,False
#MG,THERM,NAN,MG,NAN,NAN,NAN,1.0,0.0,5300.0,0.0,10000.0,0.0,False
#N,THERM,NAN,N,NAN,NAN,NAN,1.0,0.0,720.0,0.0,10000.0,0.0,False
#N2,THERM,NAN,N2,NAN,NAN,NAN,1.0,0.0,1100.0,0.0,10000.0,0.0,False
#NCCN,THERM,NAN,NCCN,NAN,NAN,NAN,1.0,0.0,3000.0,0.0,10000.0,0.0,False
#NH,THERM,NAN,NH,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#NH2,THERM,NAN,NH2,NAN,NAN,NAN,1.0,0.0,3200.0,0.0,10000.0,0.0,False
#NH2CHO,THERM,NAN,NH2CHO,NAN,NAN,NAN,1.0,0.0,6300.0,0.0,10000.0,0.0,False
#NH3,THERM,NAN,NH3,NAN,NAN,NAN,1.0,0.0,5500.0,0.0,10000.0,0.0,False
#NO,THERM,NAN,NO,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#NO2,THERM,NAN,NO2,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#NS,THERM,NAN,NS,NAN,NAN,NAN,1.0,0.0,1900.0,0.0,10000.0,0.0,False
#O,THERM,NAN,O,NAN,NAN,NAN,1.0,0.0,1600.0,0.0,10000.0,0.0,False
#O2,THERM,NAN,O2,NAN,NAN,NAN,1.0,0.0,1200.0,0.0,10000.0,0.0,False
#O2H,THERM,NAN,O2H,NAN,NAN,NAN,1.0,0.0,5000.0,0.0,10000.0,0.0,False
#OCN,THERM,NAN,OCN,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OCS,THERM,NAN,OCS,NAN,NAN,NAN,1.0,0.0,2400.0,0.0,10000.0,0.0,False
#OH,THERM,NAN,OH,NAN,NAN,NAN,1.0,0.0,4600.0,0.0,10000.0,0.0,False
#S,THERM,NAN,S,NAN,NAN,NAN,1.0,0.0,2600.0,0.0,10000.0,0.0,False
#S2,THERM,NAN,S2,NAN,NAN,NAN,1.0,0.0,2200.0,0.0,10000.0,0.0,False
#SI,THERM,NAN,SI,NAN,NAN,NAN,1.0,0.0,11600.0,0.0,10000.0,0.0,False
#SIC,THERM,NAN,SIC,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIC2,THERM,NAN,SIC2,NAN,NAN,NAN,1.0,0.0,4300.0,0.0,10000.0,0.0,False
#SIC3,THERM,NAN,SIC3,NAN,NAN,NAN,1.0,0.0,5100.0,0.0,10000.0,0.0,False
#SIH,THERM,NAN,SIH,NAN,NAN,NAN,1.0,0.0,11950.0,0.0,10000.0,0.0,False
#SIH2,THERM,NAN,SIH2,NAN,NAN,NAN,1.0,0.0,12300.0,0.0,10000.0,0.0,False
#SIH3,THERM,NAN,SIH3,NAN,NAN,NAN,1.0,0.0,12650.0,0.0,10000.0,0.0,False
#SIH4,THERM,NAN,SIH4,NAN,NAN,NAN,1.0,0.0,13000.0,0.0,10000.0,0.0,False
#SIO,THERM,NAN,SIO,NAN,NAN,NAN,1.0,0.0,3500.0,0.0,10000.0,0.0,False
#SIS,THERM,NAN,SIS,NAN,NAN,NAN,1.0,0.0,3800.0,0.0,10000.0,0.0,False
#SO,THERM,NAN,SO,NAN,NAN,NAN,1.0,0.0,2800.0,0.0,10000.0,0.0,False
#SO2,THERM,NAN,SO2,NAN,NAN,NAN,1.0,0.0,3400.0,0.0,10000.0,0.0,False
@C,THERM,NAN,C,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2,THERM,NAN,C2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2H,THERM,NAN,C2H,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2H2,THERM,NAN,C2H2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2H3,THERM,NAN,C2H3,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2H4,THERM,NAN,C2H4,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2H5,THERM,NAN,C2H5,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C2N,THERM,NAN,C2N,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C3H2,THERM,NAN,C3H2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C3N,THERM,NAN,C3N,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C4H,THERM,NAN,C4H,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@C4N,THERM,NAN,C4N,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH,THERM,NAN,CH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH2,THERM,NAN,CH2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH2CO,THERM,NAN,CH2CO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH2OH,THERM,NAN,CH2OH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3,THERM,NAN,CH3,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3CCH,THERM,NAN,CH3CCH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3CHO,THERM,NAN,CH3CHO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3CN,THERM,NAN,CH3CN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3CNH,THERM,NAN,CH3CNH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH3OH,THERM,NAN,CH3OH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CH4,THERM,NAN,CH4,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CL,THERM,NAN,CL,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CN,THERM,NAN,CN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CO,THERM,NAN,CO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CO2,THERM,NAN,CO2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@CS,THERM,NAN,CS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H,THERM,NAN,H,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2,THERM,NAN,H2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2CN,THERM,NAN,H2CN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2CO,THERM,NAN,H2CO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2COH,THERM,NAN,H2COH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2CS,THERM,NAN,H2CS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2O,THERM,NAN,H2O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2S,THERM,NAN,H2S,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2S2,THERM,NAN,H2S2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@H2SIO,THERM,NAN,H2SIO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HC3N,THERM,NAN,HC3N,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCL,THERM,NAN,HCL,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCN,THERM,NAN,HCN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCO,THERM,NAN,HCO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCOO,THERM,NAN,HCOO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCOOH,THERM,NAN,HCOOH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HCS,THERM,NAN,HCS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HE,THERM,NAN,HE,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HNC,THERM,NAN,HNC,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HNCO,THERM,NAN,HNCO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HNO,THERM,NAN,HNO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HS,THERM,NAN,HS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HS2,THERM,NAN,HS2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@HSIO,THERM,NAN,SIOH+,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@MG,THERM,NAN,MG,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@N,THERM,NAN,N,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@N2,THERM,NAN,N2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NCCN,THERM,NAN,NCCN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NH,THERM,NAN,NH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NH2,THERM,NAN,NH2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NH2CHO,THERM,NAN,NH2CHO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NH3,THERM,NAN,NH3,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NO,THERM,NAN,NO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NO2,THERM,NAN,NO2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@NS,THERM,NAN,NS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@O,THERM,NAN,O,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@O2,THERM,NAN,O2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@O2H,THERM,NAN,O2H,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@OCN,THERM,NAN,OCN,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@OCS,THERM,NAN,OCS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@OH,THERM,NAN,OH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@S,THERM,NAN,S,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@S2,THERM,NAN,S2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SI,THERM,NAN,SI,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIC,THERM,NAN,SIC,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIC2,THERM,NAN,SIC2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIC3,THERM,NAN,SIC3,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIH,THERM,NAN,SIH,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIH2,THERM,NAN,SIH2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIH3,THERM,NAN,SIH3,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIH4,THERM,NAN,SIH4,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIO,THERM,NAN,SIO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SIS,THERM,NAN,SIS,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SO,THERM,NAN,SO,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
@SO2,THERM,NAN,SO2,NAN,NAN,NAN,1.0,0.0,5600.0,0.0,10000.0,0.0,False
C,C2+,NAN,C2,C+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0,0.0,False
C,CN+,NAN,CN,C+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0,0.0,False
C,CO+,NAN,CO,C+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0,0.0,False
C,N2+,NAN,N2,C+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0,0.0,False
C,O2+,NAN,O2,C+,NAN,NAN,5.2e-11,0.0,0.0,10.0,41000.0,0.0,False
C,C2H+,NAN,C3+,H,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,CH+,NAN,C2+,H,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
C,CH2+,NAN,C2H+,H,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
C,CH3+,NAN,C2H+,H2,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
C,CH5+,NAN,CH4,CH+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
C,H2O+,NAN,OH,CH+,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,H2S+,NAN,HCS+,H,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,H3O+,NAN,HCO+,H2,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0,0.0,False
C,HCN+,NAN,CN,CH+,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,HCO2+,NAN,CO2,CH+,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,HNO+,NAN,NO,CH+,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,HS+,NAN,CS+,H,NAN,NAN,9.9e-10,0.0,0.0,10.0,41000.0,0.0,False
C,N2H+,NAN,N2,CH+,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,NH+,NAN,N,CH+,NAN,NAN,1.6e-09,0.0,0.0,10.0,41000.0,0.0,False
C,O2+,NAN,CO+,O,NAN,NAN,5.2e-11,0.0,0.0,10.0,41000.0,0.0,False
C,O2H+,NAN,O2,CH+,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,OH+,NAN,O,CH+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
C,SIH+,NAN,SIC+,H,NAN,NAN,2e-10,0.0,0.0,10.0,41000.0,0.0,False
C,SIO+,NAN,SI+,CO,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
C,C2H3,NAN,C3H2,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,C2H5,NAN,CH3CCH,H,NAN,NAN,2e-10,0.0,0.0,10.0,300.0,0.0,False
C,C2N,NAN,C2,CN,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,C3H2,NAN,C4H,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,CH2,NAN,C2H,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,CH2,NAN,CH,CH,NAN,NAN,2.69e-12,0.0,23550.0,1000.0,4000.0,0.0,False
C,CH3,NAN,C2H2,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,CH3OH,NAN,CH3,HCO,NAN,NAN,3e-11,-1.3,20.0,50.0,296.0,0.0,False
C,CH,NAN,C2,H,NAN,NAN,6.59e-11,0.0,0.0,10.0,300.0,0.0,False
C,CN,NAN,C2,N,NAN,NAN,4.98e-10,0.0,18116.0,603.0,41000.0,0.0,False
C,CO,NAN,C2,O,NAN,NAN,2.94e-11,0.5,58025.0,1934.0,41000.0,0.0,False
C,CS,NAN,S,C2,NAN,NAN,1.44e-11,0.5,20435.0,681.0,41000.0,0.0,False
C,H2CN,NAN,C2N,H2,NAN,NAN,2e-10,0.0,0.0,10.0,300.0,0.0,False
C,HCO,NAN,CO,CH,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,HS,NAN,CS,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,HS,NAN,S,CH,NAN,NAN,1.2e-11,0.58,5880.0,196.0,300.0,0.0,False
C,H2S,NAN,HCS,H,NAN,NAN,2.5e-10,0.0,0.0,10.0,300.0,0.0,False
C,N2,NAN,CN,N,NAN,NAN,8.69e-11,0.0,22600.0,2000.0,5000.0,0.0,False
C,NCCN,NAN,CN,C2N,NAN,NAN,3e-11,0.0,0.0,300.0,300.0,0.0,False
C,NH,NAN,CN,H,NAN,NAN,4.2e-10,-0.049,0.448,5.0,800.0,0.0,False
C,NH,NAN,N,CH,NAN,NAN,1.73e-11,0.5,4000.0,133.0,300.0,0.0,False
C,NH2,NAN,HCN,H,NAN,NAN,3.26e-11,-0.1,-9.0,10.0,300.0,0.0,False
C,NH2,NAN,HNC,H,NAN,NAN,3.26e-11,-0.1,-9.0,10.0,300.0,0.0,False
C,NH2,NAN,NH,CH,NAN,NAN,9.62e-13,0.0,10517.0,1000.0,4000.0,0.0,False
C,NH3,NAN,H2CN,H,NAN,NAN,3.35e-11,-0.51,0.0,10.0,300.0,0.0,False
C,NO,NAN,CN,O,NAN,NAN,6e-11,-0.16,0.0,10.0,41000.0,0.0,False
C,NO,NAN,CO,N,NAN,NAN,9e-11,-0.16,0.0,10.0,300.0,0.0,False
C,NS,NAN,CS,N,NAN,NAN,1.73e-11,0.5,4000.0,133.0,300.0,0.0,False
C,NS,NAN,S,CN,NAN,NAN,1.5e-10,-0.16,0.0,10.0,300.0,0.0,False
C,O2,NAN,CO,O,NAN,NAN,5.56e-11,0.41,-26.9,10.0,8000.0,0.0,False
C,OCN,NAN,CO,CN,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
C,OCS,NAN,CO,CS,NAN,NAN,5.6e-11,0.0,0.0,10.0,300.0,0.0,False
C,OH,NAN,CO,H,NAN,NAN,1e-10,0.0,0.0,10.0,300.0,0.0,False
