Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Product 4,Alpha,Beta,Gamma,T_min,T_max,reduced_mass,extrapolate
CH+,H2O,NAN,H2CO+,H,NAN,NAN,5.8e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,H2O,NAN,H3O+,C,NAN,NAN,5.8e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,H2O,NAN,HCO+,H2,NAN,NAN,2.9e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH+,H2S,NAN,H3S+,C,NAN,NAN,6.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,H2S,NAN,HCS+,H2,NAN,NAN,1.47e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH+,HCN,NAN,C2N+,H2,NAN,NAN,3.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,HCN,NAN,C2NH+,H,NAN,NAN,2.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,HCN,NAN,HCNH+,C,NAN,NAN,1.8e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH+,HCO,NAN,CO,CH2+,NAN,NAN,4.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,HNC,NAN,HCNH+,C,NAN,NAN,1.8e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH+,N,NAN,CN+,H,NAN,NAN,1.9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH+,NH2,NAN,HCN+,H2,NAN,NAN,1.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH+,NH3,NAN,NH4+,C,NAN,NAN,4.05e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,NH,NAN,CN+,H2,NAN,NAN,7.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,O2,NAN,CO+,OH,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0,0.0,False
CH+,O2,NAN,HCO+,O,NAN,NAN,9.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH+,O2,NAN,HCO,O+,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0,0.0,False
CH+,O,NAN,CO+,H,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH+,OCS,NAN,HCS+,CO,NAN,NAN,1.05e-09,0.0,0.0,10.0,41000.0,0.0,False
CH+,OCS,NAN,OCSH+,C,NAN,NAN,8.55e-10,0.0,0.0,10.0,41000.0,0.0,False
CH+,OH,NAN,CO+,H2,NAN,NAN,7.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH+,S,NAN,CS+,H,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH+,S,NAN,HS+,C,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,C2+,NAN,C2,CH2+,NAN,NAN,4.5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,CN+,NAN,CN,CH2+,NAN,NAN,8.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,CO+,NAN,CO,CH2+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,H2CO+,NAN,H2CO,CH2+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,H2O+,NAN,H2O,CH2+,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,N2+,NAN,N2,CH2+,NAN,NAN,8.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,NH2+,NAN,NH2,CH2+,NAN,NAN,4.9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,O+,NAN,O,CH2+,NAN,NAN,9.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,O2+,NAN,O2,CH2+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,OH+,NAN,OH,CH2+,NAN,NAN,4.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,C2H+,NAN,C2,CH3+,NAN,NAN,4.4e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,CH5+,NAN,CH4,CH3+,NAN,NAN,9.6e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,CO+,NAN,HCO+,CH,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,H2CO+,NAN,HCO,CH3+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,H2O+,NAN,OH,CH3+,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,H3O+,NAN,H2O,CH3+,NAN,NAN,9.4e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,HCN+,NAN,CN,CH3+,NAN,NAN,8.7e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,HCNH+,NAN,HCN,CH3+,NAN,NAN,4.35e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,HCNH+,NAN,HNC,CH3+,NAN,NAN,4.35e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,HCO+,NAN,CO,CH3+,NAN,NAN,8.6e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,HNO+,NAN,NO,CH3+,NAN,NAN,8.6e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,N2H+,NAN,N2,CH3+,NAN,NAN,8.6e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,NH+,NAN,CH3+,N,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH2,NH2+,NAN,CH3+,NH,NAN,NAN,4.9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,NH3+,NAN,NH2,CH3+,NAN,NAN,9.6e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,O2+,NAN,H2CO+,O,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,O2H+,NAN,O2,CH3+,NAN,NAN,8.5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,OH+,NAN,O,CH3+,NAN,NAN,4.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,SIO+,NAN,H2CO,SI+,NAN,NAN,8.2e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2,CH2,NAN,C2H2,H2,NAN,NAN,2.63e-09,0.0,6013.0,1100.0,2720.0,0.0,False
CH2,CH2,NAN,C2H2,H,H,NAN,1.8e-10,0.0,400.0,300.0,3000.0,0.0,False
CH2,CH4,NAN,CH3,CH3,NAN,NAN,7.14e-12,0.0,5050.0,296.0,707.0,0.0,False
CH2,CN,NAN,HCN,CH,NAN,NAN,5.3e-12,0.0,2500.0,83.0,300.0,0.0,False
CH2,H2CO,NAN,HCO,CH3,NAN,NAN,3.3e-13,0.0,3270.0,109.0,300.0,0.0,False
CH2,HCO,NAN,CO,CH3,NAN,NAN,3e-11,0.0,0.0,10.0,2500.0,0.0,False
CH2,HNO,NAN,NO,CH3,NAN,NAN,1.7e-11,0.0,0.0,10.0,300.0,0.0,False
CH2,N2,NAN,HCN,NH,NAN,NAN,8e-12,0.0,18000.0,1500.0,2000.0,0.0,False
CH2,NO2,NAN,H2CO,NO,NAN,NAN,6.91e-11,0.0,0.0,295.0,295.0,0.0,False
CH2,NO,NAN,H2CO,N,NAN,NAN,2.7e-12,0.0,3500.0,116.0,300.0,0.0,False
CH2,NO,NAN,HCN,OH,NAN,NAN,3.65e-12,0.0,0.0,300.0,2000.0,0.0,False
CH2,NO,NAN,HNCO,H,NAN,NAN,3.65e-12,0.0,0.0,10.0,300.0,0.0,False
CH2,O2,NAN,CO2,H2,NAN,NAN,2.92e-11,-3.3,1443.0,1000.0,1828.0,0.0,False
CH2,O2,NAN,CO2,H,H,NAN,3.65e-11,-3.3,1443.0,1000.0,1828.0,0.0,False
CH2,O2,NAN,CO,H2O,NAN,NAN,2.48e-10,-3.3,1443.0,1000.0,1828.0,0.0,False
CH2,O2,NAN,H2CO,O,NAN,NAN,3.65e-11,-3.3,1443.0,1000.0,1828.0,0.0,False
CH2,O2,NAN,HCO,OH,NAN,NAN,1.84e-11,-3.3,1440.0,1000.0,1800.0,0.0,False
CH2,O,NAN,CO,H2,NAN,NAN,2.04e-10,0.0,270.0,290.0,2500.0,0.0,False
CH2,O,NAN,CO,H,H,NAN,3.4e-10,0.0,270.0,290.0,2500.0,0.0,False
CH2,O,NAN,HCO,H,NAN,NAN,5.01e-11,0.0,0.0,1200.0,1812.0,0.0,False
CH2,OH,NAN,H2CO,H,NAN,NAN,3e-11,0.0,0.0,10.0,2500.0,0.0,False
CH2,OH,NAN,H2O,CH,NAN,NAN,1.44e-11,0.5,3000.0,100.0,300.0,0.0,False
CH2,OH,NAN,O,CH3,NAN,NAN,1.44e-11,0.5,3000.0,100.0,300.0,0.0,False
CH2,S,NAN,HCS,H,NAN,NAN,1.4e-10,0.0,0.0,10.0,300.0,0.0,False
CH2+,NO,NAN,NO+,CH2,NAN,NAN,4.2e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2+,E-,NAN,C,H2,NAN,NAN,7.68e-08,-0.6,0.0,10.0,1000.0,0.0,False
CH2+,E-,NAN,C,H,H,NAN,4.03e-07,-0.6,0.0,10.0,1000.0,0.0,False
CH2+,E-,NAN,CH,H,NAN,NAN,1.6e-07,-0.6,0.0,10.0,1000.0,0.0,False
CH2+,CO2,NAN,H2CO+,CO,NAN,NAN,1.6e-09,0.0,0.0,10.0,41000.0,0.0,False
CH2+,H2CO,NAN,HCO+,CH3,NAN,NAN,2.81e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,H2O,NAN,H2COH+,H,NAN,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,H2S,NAN,H2CSH+,H,NAN,NAN,1.84e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,H2S,NAN,H3S+,CH,NAN,NAN,2.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,H2S,NAN,HCS+,H2,H,NAN,2.3e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,HCO,NAN,CO,CH3+,NAN,NAN,4.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,NH3,NAN,NH4+,CH,NAN,NAN,1.26e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH2+,O2,NAN,HCO+,OH,NAN,NAN,9.1e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2+,O,NAN,HCO+,H,NAN,NAN,7.5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2+,OCS,NAN,H2CS+,CO,NAN,NAN,7.2e-10,0.0,0.0,10.0,41000.0,0.0,False
CH2+,OCS,NAN,HCS+,HCO,NAN,NAN,1.08e-09,0.0,0.0,10.0,41000.0,0.0,False
CH2+,S,NAN,HCS+,H,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3,C2H3,NAN,C2H2,CH4,NAN,NAN,1.7e-10,-1.5,300.0,300.0,900.0,0.0,False
CH3,CH3,NAN,C2H4,H2,NAN,NAN,1.66e-08,0.0,16556.0,1300.0,2651.0,0.0,False
CH3,CH3,NAN,C2H5,H,NAN,NAN,1.46e-11,0.1,5335.0,200.0,3000.0,0.0,False
CH3,CH3,NAN,CH4,CH2,NAN,NAN,7.13e-12,0.0,5052.0,1950.0,2300.0,0.0,False
CH3,CN,NAN,HCN,CH2,NAN,NAN,9.21e-12,0.7,1500.0,50.0,300.0,0.0,False
CH3,H2CO,NAN,HCO,CH4,NAN,NAN,1.66e-16,6.1,990.0,300.0,2000.0,0.0,False
CH3,H2O,NAN,OH,CH4,NAN,NAN,1.24e-14,2.9,7480.0,300.0,3000.0,0.0,False
CH3,H2S,NAN,HS,CH4,NAN,NAN,3.3e-13,0.0,2065.0,300.0,2500.0,0.0,False
CH3,HCO,NAN,CO,CH4,NAN,NAN,2e-10,0.0,0.0,300.0,2500.0,0.0,False
CH3,HNO,NAN,NO,CH4,NAN,NAN,1.86e-11,0.76,0.0,10.0,2500.0,0.0,False
CH3,NH2,NAN,CH4,NH,NAN,NAN,4.76e-17,5.77,-151.0,300.0,2000.0,0.0,False
CH3,NH3,NAN,CH4,NH2,NAN,NAN,9.55e-14,0.0,4890.0,300.0,2500.0,0.0,False
CH3,NO2,NAN,H2CO,HNO,NAN,NAN,5.41e-12,0.0,0.0,298.0,298.0,0.0,False
CH3,NO,NAN,HCN,H2O,NAN,NAN,4e-12,0.0,7900.0,1100.0,2080.0,0.0,False
CH3,O2,NAN,H2CO,OH,NAN,NAN,5.64e-13,0.0,4500.0,298.0,3000.0,0.0,False
CH3,O2,NAN,O2H,CH2,NAN,NAN,5.3e-12,0.0,34975.0,1165.0,41000.0,0.0,False
CH3,O2H,NAN,O2,CH4,NAN,NAN,6e-12,0.0,0.0,10.0,2500.0,0.0,False
CH3,O,NAN,CO,H2,H,NAN,3.6e-11,0.0,202.0,354.0,925.0,0.0,False
CH3,O,NAN,H2CO,H,NAN,NAN,1.4e-10,0.0,0.0,10.0,2500.0,0.0,False
CH3,OH,NAN,CH4,O,NAN,NAN,3.27e-14,2.2,2240.0,298.0,2500.0,0.0,False
CH3,OH,NAN,H2CO,H2,NAN,NAN,7.47e-14,0.0,4880.0,600.0,2500.0,0.0,False
CH3,OH,NAN,H2O,CH2,NAN,NAN,1.2e-10,0.0,1400.0,300.0,1000.0,0.0,False
CH3,S,NAN,H2CS,H,NAN,NAN,1.4e-10,0.0,0.0,10.0,300.0,0.0,False
CH3,CN,NAN,CH3CN,PHOTON,NAN,NAN,1e-16,0.0,0.0,10.0,300.0,0.0,False
CH3+,HCO,NAN,HCO+,CH3,NAN,NAN,4.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,MG,NAN,MG+,CH3,NAN,NAN,3.5e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,NO,NAN,NO+,CH3,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,E-,NAN,CH2,H,NAN,NAN,7.75e-08,-0.5,0.0,10.0,300.0,0.0,False
CH3+,E-,NAN,CH,H2,NAN,NAN,1.95e-07,-0.5,0.0,10.0,300.0,0.0,False
CH3+,E-,NAN,CH,H,H,NAN,2e-07,-0.4,0.0,10.0,1000.0,0.0,False
CH3+,C2H4,NAN,C3H5+,H2,NAN,NAN,5.24e-10,0.0,0.0,10.0,41000.0,0.0,False
CH3+,CH3CHO,NAN,H2COH+,C2H4,NAN,NAN,1.98e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,CH3CN,NAN,HCNH+,C2H4,NAN,NAN,1.04e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,CH3OH,NAN,H2COH+,CH4,NAN,NAN,2.3e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,H2CO,NAN,HCO+,CH4,NAN,NAN,1.6e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,H2S,NAN,H2CSH+,H2,NAN,NAN,1.3e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,HCO,NAN,CO,CH4+,NAN,NAN,4.4e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,HS,NAN,H2CS+,H2,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,NH3,NAN,NH4+,CH2,NAN,NAN,3.04e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,O2,NAN,H2COH+,O,NAN,NAN,5e-12,0.0,0.0,10.0,41000.0,0.0,False
CH3+,O,NAN,H2CO+,H,NAN,NAN,4e-11,0.0,0.0,10.0,41000.0,0.0,False
CH3+,O,NAN,HCO+,H2,NAN,NAN,4e-10,0.0,0.0,10.0,41000.0,0.0,False
CH3+,OCS,NAN,H2CSH+,CO,NAN,NAN,1.3e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,OH,NAN,H2CO+,H2,NAN,NAN,7.2e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,S,NAN,HCS+,H2,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,SO,NAN,OCSH+,H2,NAN,NAN,9.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3+,SIH4,NAN,SIH3+,CH4,NAN,NAN,1.8e-09,0.0,0.0,10.0,41000.0,0.0,False
CH3+,H2O,NAN,CH3OH2+,PHOTON,NAN,NAN,2e-12,0.0,0.0,10.0,300.0,0.0,False
CH3+,HCN,NAN,CH3CNH+,PHOTON,NAN,NAN,9e-09,-0.5,0.0,10.0,300.0,0.0,False
CH3+,E-,NAN,CH3,PHOTON,NAN,NAN,1.1e-10,-0.5,0.0,10.0,300.0,0.0,False
CH3CN,HCO2+,NAN,CO2,CH3CNH+,NAN,NAN,4.1e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH3CNH+,E-,NAN,CH3CN,H,NAN,NAN,5.28e-07,-0.69,0.0,10.0,1000.0,0.0,False
CH3CNH+,E-,NAN,HNC,CH3,NAN,NAN,2.85e-07,-0.69,0.0,10.0,1000.0,0.0,False
CH3OH,S2+,NAN,H2S2+,H2CO,NAN,NAN,7.83e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH3OH2+,E-,NAN,CH2,H2O,H,NAN,1.87e-07,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,E-,NAN,CH3,H2O,NAN,NAN,8.01e-08,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,E-,NAN,CH3,OH,H,NAN,4.54e-07,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,E-,NAN,CH3OH,H,NAN,NAN,2.67e-08,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,E-,NAN,H2CO,H2,H,NAN,8.9e-08,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,E-,NAN,CH2OH,H2,NAN,NAN,2.67e-08,-0.59,0.0,10.0,300.0,0.0,False
CH3OH2+,NH3,NAN,CH3OH,NH4+,NAN,NAN,1e-09,0.0,0.0,10.0,300.0,0.0,False
CH4,CO+,NAN,CO,CH4+,NAN,NAN,7.93e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,C2+,NAN,C2H+,CH3,NAN,NAN,2.38e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,C2+,NAN,C2H2+,CH2,NAN,NAN,1.82e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,C2H+,NAN,C2H2+,CH3,NAN,NAN,3.74e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,C2H2+,NAN,C3H5+,H,NAN,NAN,6.64e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,CO+,NAN,HCO+,CH3,NAN,NAN,4.55e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,CS+,NAN,HCS+,CH3,NAN,NAN,5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,H2CO+,NAN,H2COH+,CH3,NAN,NAN,9.35e-11,0.0,0.0,10.0,41000.0,0.0,False
CH4,H2O+,NAN,H3O+,CH3,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4,HCN+,NAN,HCNH+,CH3,NAN,NAN,1.04e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4,HCO2+,NAN,CO2,CH5+,NAN,NAN,7.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,HNO+,NAN,NO,CH5+,NAN,NAN,1e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,HS+,NAN,H2CSH+,H2,NAN,NAN,2.2e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,N2+,NAN,N2,CH2+,H2,NAN,7e-11,0.0,0.0,10.0,41000.0,0.0,False
CH4,N2+,NAN,N2,CH3+,H,NAN,9.3e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,N2H+,NAN,N2,CH5+,NAN,NAN,8.9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,NH3+,NAN,NH4+,CH3,NAN,NAN,4.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,OH+,NAN,CH5+,O,NAN,NAN,1.95e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,OH+,NAN,H3O+,CH2,NAN,NAN,1.31e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4,S+,NAN,H2CSH+,H,NAN,NAN,3.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4,S+,NAN,HCS+,H2,H,NAN,2e-11,0.0,0.0,10.0,41000.0,0.0,False
CH4,CN,NAN,HCN,CH3,NAN,NAN,6.93e-13,2.51,-20.93,160.0,300.0,0.0,False
CH4,O2,NAN,O2H,CH3,NAN,NAN,6.7e-11,0.0,28640.0,300.0,2500.0,0.0,False
CH4,OH,NAN,H2O,CH3,NAN,NAN,2.78e-13,2.4,1060.0,178.0,298.0,0.0,False
CH4,S,NAN,HS,CH3,NAN,NAN,3.39e-10,0.0,10019.0,1140.0,1480.0,0.0,False
CH4+,C2H2,NAN,C2H2+,CH4,NAN,NAN,1.13e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4+,H2CO,NAN,H2CO+,CH4,NAN,NAN,1.62e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,H2S,NAN,H2S+,CH4,NAN,NAN,9.45e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,NH3,NAN,NH3+,CH4,NAN,NAN,1.65e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,O2,NAN,O2+,CH4,NAN,NAN,3.9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4+,OCS,NAN,OCS+,CH4,NAN,NAN,4.2e-10,0.0,0.0,10.0,41000.0,0.0,False
CH4+,E-,NAN,CH2,H,H,NAN,1.75e-07,-0.5,0.0,10.0,300.0,0.0,False
CH4+,E-,NAN,CH3,H,NAN,NAN,1.75e-07,-0.5,0.0,10.0,300.0,0.0,False
CH4+,CH3OH,NAN,CH3OH2+,CH3,NAN,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,CH4,NAN,CH5+,CH3,NAN,NAN,1.5e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4+,CO2,NAN,HCO2+,CH3,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4+,CO,NAN,HCO+,CH3,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH4+,H2CO,NAN,H2COH+,CH3,NAN,NAN,1.98e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,H2O,NAN,H3O+,CH3,NAN,NAN,2.6e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,H2S,NAN,H3S+,CH3,NAN,NAN,1.16e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,NH3,NAN,NH4+,CH3,NAN,NAN,1.15e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH4+,OCS,NAN,OCSH+,CH3,NAN,NAN,9.8e-10,0.0,0.0,10.0,41000.0,0.0,False
CH5+,E-,NAN,CH2,H2,H,NAN,4.76e-08,-0.52,0.0,10.0,300.0,0.0,False
CH5+,E-,NAN,CH3,H2,NAN,NAN,1.4e-08,-0.52,0.0,10.0,300.0,0.0,False
CH5+,E-,NAN,CH3,H,H,NAN,1.96e-07,-0.52,0.0,10.0,300.0,0.0,False
CH5+,E-,NAN,CH4,H,NAN,NAN,1.4e-08,-0.52,0.0,10.0,300.0,0.0,False
CH5+,E-,NAN,CH,H2,H2,NAN,8.4e-09,-0.52,0.0,10.0,300.0,0.0,False
CH5+,C2,NAN,C2H+,CH4,NAN,NAN,9.5e-10,0.0,0.0,10.0,41000.0,0.0,False
CH5+,C2H,NAN,C2H2+,CH4,NAN,NAN,9e-10,0.0,0.0,10.0,41000.0,0.0,False
CH5+,CO2,NAN,HCO2+,CH4,NAN,NAN,3.2e-11,0.0,0.0,10.0,41000.0,0.0,False
CH5+,CO,NAN,HCO+,CH4,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0,0.0,False
CH5+,H2CO,NAN,H2COH+,CH4,NAN,NAN,4.5e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,H2O,NAN,H3O+,CH4,NAN,NAN,3.7e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,H2S,NAN,H3S+,CH4,NAN,NAN,1.5e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,HCN,NAN,HCNH+,CH4,NAN,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,HCO,NAN,H2CO+,CH4,NAN,NAN,8.5e-10,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,HCL,NAN,H2CL+,CH4,NAN,NAN,2.06e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,HNC,NAN,HCNH+,CH4,NAN,NAN,1.2e-09,-0.5,0.0,10.0,41000.0,0.0,False
CH5+,MG,NAN,MG+,CH4,H,NAN,1.4e-09,0.0,0.0,10.0,41000.0,0.0,False
CH5+,S,NAN,HS+,CH4,NAN,NAN,1.3e-09,0.0,0.0,10.0,41000.0,0.0,False
CH5+,SIH4,NAN,SIH3+,CH4,H2,NAN,2e-09,0.0,0.0,10.0,41000.0,0.0,False
CL,H+,NAN,CL+,H,NAN,NAN,9.3e-11,0.73,232.0,10.0,41000.0,0.0,False
CL,CH4,NAN,CH3,HCL,NAN,NAN,6.6e-12,0.0,1240.0,200.0,300.0,0.0,False
CL,CH2OH,NAN,H2CO,HCL,NAN,NAN,6.64e-10,0.0,0.0,10.0,300.0,0.0,False
CL,CH3OH,NAN,CH2OH,HCL,NAN,NAN,5.5e-11,0.0,0.0,10.0,500.0,0.0,False
CL,H2CO,NAN,HCO,HCL,NAN,NAN,8.2e-11,0.0,34.0,200.0,500.0,0.0,False
CL,NH3,NAN,NH2,HCL,NAN,NAN,1.08e-11,0.0,1370.0,290.0,566.0,0.0,False
CL+,H,NAN,CL,H+,NAN,NAN,6.2e-11,0.79,6920.0,10.0,41000.0,0.0,False
CL+,E-,NAN,CL,PHOTON,NAN,NAN,4.14e-12,-0.61,0.0,10.0,300.0,0.0,False
CN,N2+,NAN,N2,CN+,NAN,NAN,1e-10,-0.5,0.0,10.0,41000.0,0.0,False
CN,HNO+,NAN,NO,HCN+,NAN,NAN,8.7e-10,-0.5,0.0,10.0,41000.0,0.0,False
CN,O2H+,NAN,O2,HCN+,NAN,NAN,8.6e-10,-0.5,0.0,10.0,41000.0,0.0,False
CN,C2H2,NAN,HC3N,H,NAN,NAN,2.72e-10,-0.52,19.0,10.0,300.0,0.0,False
CN,C2H4,NAN,C2H3,HCN,NAN,NAN,1.25e-10,-0.7,30.0,25.0,2500.0,0.0,False
CN,CH3CCH,NAN,HC3N,CH3,NAN,NAN,2.71e-10,0.0,0.0,10.0,300.0,0.0,False
CN,CN,NAN,N2,C2,NAN,NAN,2.66e-09,0.0,21638.0,3800.0,7000.0,0.0,False
CN,H2CO,NAN,HCO,HCN,NAN,NAN,1.18e-11,-0.58,0.53,4.0,20.0,0.0,False
CN,HCN,NAN,NCCN,H,NAN,NAN,4.3e-13,1.71,770.0,300.0,2500.0,0.0,False
CN,HCO,NAN,CO,HCN,NAN,NAN,1e-10,0.0,0.0,10.0,2500.0,0.0,False
CN,HNC,NAN,NCCN,H,NAN,NAN,2e-10,0.0,0.0,10.0,41000.0,0.0,False
CN,HNO,NAN,NO,HCN,NAN,NAN,3e-11,0.0,0.0,10.0,2500.0,0.0,False
CN,NO2,NAN,NO,OCN,NAN,NAN,7.02e-11,-0.27,8.3,297.0,2500.0,0.0,False
CN,NO,NAN,N2,CO,NAN,NAN,1.6e-13,0.0,0.0,300.0,1500.0,0.0,False
CN,NO,NAN,OCN,N,NAN,NAN,1.62e-10,0.0,21205.0,500.0,4430.0,0.0,False
